"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"031032";"post";"6";"bal balk schijf";"buis met schijf";"bal balk schijf : buis met schijf";0,203228
"031032";"post";"7";"tafeltje";"tafelpoot onderkant";"tafeltje : tafelpoot onderkant";0,335566
"031032";"post";"8";"parallele platen";"samengeperste vierkanten";"parallele platen : samengeperste vierkanten";0,436214
"031032";"post";"9";"halve maan";"halve maan";"halve maan : halve maan";0
"031032";"post";"10";"honkbal knuppel";"honkbalknuppel dwars doorheen";"honkbal knuppel : honkbalknuppel dwars doorheen";0,399966
"031032";"post";"11";"bal rare druppel";"rare druppel staafje";"bal rare druppel : rare druppel staafje";0,115916
"031032";"post";"12";"schijf dubbel uitsteeksel";"plaat zijkant";"schijf dubbel uitsteeksel : plaat zijkant";0,24426
"031032";"post";"13";"bolletjes onderplaat schijf";"drie driehoekjes zijkant";"bolletjes onderplaat schijf : drie driehoekjes zijkant";0,259656
"031032";"post";"14";"bol balk handvaten";"bal bovenkant hengsel";"bol balk handvaten : bal bovenkant hengsel";0,223325
"031032";"post";"15";"bierviltje";"bierviltje om mok";"bierviltje : bierviltje om mok";0,182684
"031032";"post";"16";"twee grote druppels";"grote druppel bovenkant";"twee grote druppels : grote druppel bovenkant";0,201232
"033034";"pre";"1";"plat schroef torens";"robot met verrekijker";"plat schroef torens : robot met verrekijker";0,437653
"033034";"pre";"2";"hoedje en onderstel";"onverklaarbare uitstulpingen alle zijden";"hoedje en onderstel : onverklaarbare uitstulpingen alle zijden";0,501301
"033034";"pre";"3";"kelk lang beker";"kubussen erop driehoek eronder";"kelk lang beker : kubussen erop driehoek eronder";0,434179
"033034";"pre";"4";"vogelbekdier staartje hoeje";"is aan zijkant";"vogelbekdier staartje hoeje : is aan zijkant";0,494138
"033034";"pre";"5";"ruimte chip boot balk";"balk erop kraan ernaast";"ruimte chip boot balk : balk erop kraan ernaast";0,177413
"033034";"pre";"6";"lepel toeter";"spijker door neus";"lepel toeter : spijker door neus";0,316656
"033034";"pre";"7";"tafel bakje";"tafel door kom";"tafel bakje : tafel door kom";0,278354
"033034";"pre";"8";"grijper ruit gewicht";"zo'n katten klok";"grijper ruit gewicht : zo'n katten klok";0,362097
"033034";"pre";"9";"pinokkio druppel cirkel";"voetje cilinder schijf";"pinokkio druppel cirkel : voetje cilinder schijf";0,375457
"033034";"pre";"10";"fiets hendels vierkant deksel";"kom met piemels";"fiets hendels vierkant deksel : kom met piemels";0,484957
"033034";"pre";"11";"vulpen bol neus";"hoofd achtig compas naald op hoofd";"vulpen bol neus : hoofd achtig compas naald op hoofd";0,167231
"033034";"pre";"12";"opwindbaar rond plateau";"bijzettafeltje b eruit";"opwindbaar rond plateau : bijzettafeltje b eruit";0,413302
"033034";"pre";"13";"plateau spiralen";"plateau kom staartjes";"plateau spiralen : plateau kom staartjes";0,31775
"033034";"pre";"14";"bal handvaten staaf";"bal erop slangen eruit";"bal handvaten staaf : bal erop slangen eruit";0,224343
"033034";"pre";"15";"plateau staaf hendel";"speeltoestel met schoorstenen";"plateau staaf hendel : speeltoestel met schoorstenen";0,372399
"033034";"pre";"16";"vier lange uitstulpsels";"bowlingpin boven en links";"vier lange uitstulpsels : bowlingpin boven en links";0,386025
"033034";"post";"1";"robot";"robot empire state ogen";"robot : robot empire state ogen";0,335517
"033034";"post";"2";"potlood open kegel";"holle kegel potloodpunt";"potlood open kegel : holle kegel potloodpunt";0,177088
"033034";"post";"3";"kelk";"kelk driehoek voet";"kelk : kelk driehoek voet";0,156943
"033034";"post";"4";"perry het vogelbekdier";"perry is teken";"perry het vogelbekdier : perry is teken";0,255679
"033034";"post";"5";"koffiezetapparaat ruimteschip";"koffieapparaat ruimteschip flapjes";"koffiezetapparaat ruimteschip : koffieapparaat ruimteschip flapjes";0,162621
"033034";"post";"6";"indiaan lepel toeter";"indiaan toeter neus";"indiaan lepel toeter : indiaan toeter neus";0,0935879
"033034";"post";"7";"tafel";"tafel met bakje";"tafel : tafel met bakje";0,139384
"033034";"post";"8";"grijper met ruit";"grijphand empire state ogen";"grijper met ruit : grijphand empire state ogen";0,527338
"033034";"post";"9";"pinokkio neus cirkel lepel";"pinokkio voetje achterschijf";"pinokkio neus cirkel lepel : pinokkio voetje achterschijf";0,204722
"033034";"post";"10";"piemels";"kom piemels deksel";"piemels : kom piemels deksel";0,287832
"033034";"post";"11";"vulpen neus driehoek";"blokje vulpen bovenop";"vulpen neus driehoek : blokje vulpen bovenop";0,193929
"033034";"post";"12";"toeter en plateau";"toeter kom plateau";"toeter en plateau : toeter kom plateau";0,0903643
"033034";"post";"13";"spiralen bogen plateau";"spirelli scooter achtig plateau";"spiralen bogen plateau : spirelli scooter achtig plateau";0,406345
"033034";"post";"14";"fietsstuur balk bol";"kom knuffelt stok";"fietsstuur balk bol : kom knuffelt stok";0,371778
"033034";"post";"15";"glijbaan plateau";"glijbaan plaat halvewege";"glijbaan plateau : glijbaan plaat halvewege";0,218862
"033034";"post";"16";"kegels toren flubbertje";"bowlingpins slurf achterzijde";"kegels toren flubbertje : bowlingpins slurf achterzijde";0,368029
"035036";"pre";"1";"groot vierkant voor";"helikopter";"groot vierkant voor : helikopter";0,64462
"035036";"pre";"2";"piramide bovenop";"kabouter met puntmuts";"piramide bovenop : kabouter met puntmuts";0,433287
"035036";"pre";"3";"de trofee";"urinoir gedraaide afvoer";"de trofee : urinoir gedraaide afvoer";0,666074
"035036";"pre";"4";"twee rechthoeken rechts";"twee rechthoekige oren";"twee rechthoeken rechts : twee rechthoekige oren";0,155563
"035036";"pre";"5";"liggende staaf bovenop";"gebouwtje op ijsberg";"liggende staaf bovenop : gebouwtje op ijsberg";0,37062
"035036";"pre";"6";"paal door bolletje";"neuspiercing en staart";"paal door bolletje : neuspiercing en staart";0,271077
"035036";"pre";"7";"diepe gootsteen";"geweer langs hoofd";"diepe gootsteen : geweer langs hoofd";0,4224
"035036";"pre";"8";"dansende pinokkio kop";"stier van onderen";"dansende pinokkio kop : stier van onderen";0,3309
"035036";"pre";"9";"kopje op houdertje";"waterkraan";"kopje op houdertje : waterkraan";0,423461
"035036";"pre";"10";"gieter";"vliegtuig met zonnepaneel";"gieter : vliegtuig met zonnepaneel";0,562039
"035036";"pre";"11";"beslagkom met mixer";"dartpijl in achterhoofd";"beslagkom met mixer : dartpijl in achterhoofd";0,512527
"035036";"pre";"12";"omgekeerde pillon links";"spijker in arm";"omgekeerde pillon links : spijker in arm";0,501331
"035036";"pre";"13";"zes kralen";"kop op tafel";"zes kralen : kop op tafel";0,515539
"035036";"pre";"14";"bal bovenop";"korfbal op korf";"bal bovenop : korfbal op korf";0,371543
"035036";"pre";"15";"minder diepe gootsteen";"kop in tafelblad";"minder diepe gootsteen : kop in tafelblad";0,333523
"035036";"pre";"16";"twee uitstekende tampons";"konijnenoren op onderzeeer";"twee uitstekende tampons : konijnenoren op onderzeeer";0,397939
"035036";"post";"1";"helikopter";"helikopter";"helikopter : helikopter";0
"035036";"post";"2";"piramide";"piramide of punthoed";"piramide : piramide of punthoed";0,228281
"035036";"post";"3";"trofee";"trofee";"trofee : trofee";0
"035036";"post";"4";"twee rechthoeken rechts";"twee rechthoeken rechts";"twee rechthoeken rechts : twee rechthoeken rechts";0
"035036";"post";"5";"saaie gebouw";"gebouw op berg";"saaie gebouw : gebouw op berg";0,324376
"035036";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"035036";"post";"7";"geweer of gootsteen";"geweer langs hoofd";"geweer of gootsteen : geweer langs hoofd";0,227092
"035036";"post";"8";"pinokkio";"pinokkio danst";"pinokkio : pinokkio danst";0,121338
"035036";"post";"9";"op houdertje";"kop op houder";"op houdertje : kop op houder";0,205688
"035036";"post";"10";"gieter";"gieter";"gieter : gieter";0
"035036";"post";"11";"dartpijl";"dartpijl in achterhoofd";"dartpijl : dartpijl in achterhoofd";0,253906
"035036";"post";"12";"pillon";"omgekeerde pilon";"pillon : omgekeerde pilon";0,543407
"035036";"post";"13";"kralen";"kralen op tafel";"kralen : kralen op tafel";0,198473
"035036";"post";"14";"bal bovenop";"korfbal op korf";"bal bovenop : korfbal op korf";0,371543
"035036";"post";"15";"gootsteen hendel links";"ondiep door tafel";"gootsteen hendel links : ondiep door tafel";0,344592
"035036";"post";"16";"tampons";"twee tampons";"tampons : twee tampons";0,128017
"037038";"pre";"1";"robot met antenne";"blokjes armen";"robot met antenne : blokjes armen";0,531878
"037038";"pre";"2";"poppetje met feestmuts";"driehoekig hoofd";"poppetje met feestmuts : driehoekig hoofd";0,451605
"037038";"pre";"3";"een benig juichend poppetje";"standbeeld op voet";"een benig juichend poppetje : standbeeld op voet";0,401238
"037038";"pre";"4";"zittend poppetje met stekels";"vogel die vliegt";"zittend poppetje met stekels : vogel die vliegt";0,318824
"037038";"pre";"5";"hoofd met hanenkam";"blok op eiland";"hoofd met hanenkam : blok op eiland";0,448073
"037038";"pre";"6";"poppetje met ontstopper";"appel";"poppetje met ontstopper : appel";0,478442
"037038";"pre";"7";"etende kat aan tafel";"dienblad met schaal";"etende kat aan tafel : dienblad met schaal";0,382773
"037038";"pre";"8";"opspringende hond";"antennes als oren";"opspringende hond : antennes als oren";0,387182
"037038";"pre";"9";"steelpan met lepel";"koffiekopje met wafel";"steelpan met lepel : koffiekopje met wafel";0,199627
"037038";"pre";"10";"gieter met handvat";"pin door kopje";"gieter met handvat : pin door kopje";0,414176
"037038";"pre";"11";"ronde neus hoofd";"grote ronde neus";"ronde neus hoofd : grote ronde neus";0,0844492
"037038";"pre";"12";"spijker arm poppetje";"vangrail en dienblad";"spijker arm poppetje : vangrail en dienblad";0,274674
"037038";"pre";"13";"poppetje met vlechtjes";"ketting";"poppetje met vlechtjes : ketting";0,371741
"037038";"pre";"14";"een benig rond hoofdig poppetje";"bol persoon";"een benig rond hoofdig poppetje : bol persoon";0,380782
"037038";"pre";"15";"dj langwerpige neus";"pinokkio met ogen";"dj langwerpige neus : pinokkio met ogen";0,305474
"037038";"pre";"16";"cactus plant met uitsteeksels";"kaars met armen";"cactus plant met uitsteeksels : kaars met armen";0,345706
"037038";"post";"1";"geblokte armen antenne";"antenne en blokken";"geblokte armen antenne : antenne en blokken";0,252917
"037038";"post";"2";"mannetje met feestmuts";"feestmuts";"mannetje met feestmuts : feestmuts";0,175724
"037038";"post";"3";"standbeeld op statief";"standbeeld";"standbeeld op statief : standbeeld";0,264655
"037038";"post";"4";"vogel met beentjes";"vogeltje";"vogel met beentjes : vogeltje";0,269639
"037038";"post";"5";"recht balkje mouwtjes";"blok en mouwtje";"recht balkje mouwtjes : blok en mouwtje";0,230204
"037038";"post";"6";"appel met stamper";"appel met stampertje";"appel met stamper : appel met stampertje";0,11237
"037038";"post";"7";"schuin bakje tafel";"dienblad";"schuin bakje tafel : dienblad";0,281916
"037038";"post";"8";"springend hondje";"hondje";"springend hondje : hondje";0,171289
"037038";"post";"9";"steelpannetje met lepel";"steelpan";"steelpannetje met lepel : steelpan";0,148549
"037038";"post";"10";"balk door lichaam";"staaf en vierkant";"balk door lichaam : staaf en vierkant";0,381738
"037038";"post";"11";"schuine kegel rondje";"kegel en balk";"schuine kegel rondje : kegel en balk";0,161283
"037038";"post";"12";"spijker rails rondje";"spijker in vangrail";"spijker rails rondje : spijker in vangrail";0,170868
"037038";"post";"13";"twee kralen armpjes";"kraaltjes";"twee kralen armpjes : kraaltjes";0,169128
"037038";"post";"14";"cirkel armpjes balk";"mens aan paal";"cirkel armpjes balk : mens aan paal";0,387092
"037038";"post";"15";"langwerpige neus handje";"lange neus";"langwerpige neus handje : lange neus";0,169402
"037038";"post";"16";"cactus met uitsteeksels";"cactus";"cactus met uitsteeksels : cactus";0,299649
"039040";"pre";"1";"verrekijker met antenne";"vierkant vlak rechts";"verrekijker met antenne : vierkant vlak rechts";0,466958
"039040";"pre";"2";"driehoek bovenop";"driehoek bovenop";"driehoek bovenop : driehoek bovenop";0
"039040";"pre";"3";"stromend waterstraaltje";"twist driehoek onderkant";"stromend waterstraaltje : twist driehoek onderkant";0,498845
"039040";"pre";"4";"stopcontact rechts";"twee rechthoeken rechts";"stopcontact rechts : twee rechthoeken rechts";0,323955
"039040";"pre";"5";"mini glijbaan links";"liggende balk bovenop";"mini glijbaan links : liggende balk bovenop";0,444321
"039040";"pre";"6";"neuspiercing plukje haar";"balk door ei";"neuspiercing plukje haar : balk door ei";0,424087
"039040";"pre";"7";"stoel tafel bakje";"trapezium op dienblad";"stoel tafel bakje : trapezium op dienblad";0,274204
"039040";"pre";"8";"uitsteeksel beneden rechts";"staart onderkant";"uitsteeksel beneden rechts : staart onderkant";0,226114
"039040";"pre";"9";"omgekeerde druppel ondersteuning";"schijf achter bovenkant";"omgekeerde druppel ondersteuning : schijf achter bovenkant";0,358829
"039040";"pre";"10";"uitsteeksels met bolletjes uiteinden";"handvat links achter";"uitsteeksels met bolletjes uiteinden : handvat links achter";0,319349
"039040";"pre";"11";"bolletjes neus oor haartjes";"ei midden rechts";"bolletjes neus oor haartjes : ei midden rechts";0,338551
"039040";"pre";"12";"spijker rechts plateautje";"horizontale schijf rechts";"spijker rechts plateautje : horizontale schijf rechts";0,219971
"039040";"pre";"13";"kralenketting horizontaal";"staat op rechthoek";"kralenketting horizontaal : staat op rechthoek";0,30801
"039040";"pre";"14";"mand eitjes pilaar";"staande balk voorkant";"mand eitjes pilaar : staande balk voorkant";0,374116
"039040";"pre";"15";"links arm slurf";"twee cilinders bovenop";"links arm slurf : twee cilinders bovenop";0,40058
"039040";"pre";"16";"enkele verrekijker";"omgekeerde kegel bovenop";"enkele verrekijker : omgekeerde kegel bovenop";0,481786
"039040";"post";"1";"twee verrekijkers";"verrekijkers";"twee verrekijkers : verrekijkers";0,113248
"039040";"post";"2";"driehoek bovenop";"driehoek bovenop";"driehoek bovenop : driehoek bovenop";0
"039040";"post";"3";"twirl";"driehoekige voet";"twirl : driehoekige voet";0,766343
"039040";"post";"4";"stekker";"stekker";"stekker : stekker";0
"039040";"post";"5";"nikszeggend balkje bovenop";"nietszeggend balk bovenop";"nikszeggend balkje bovenop : nietszeggend balk bovenop";0,128798
"039040";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"039040";"post";"7";"tafeltje met soepkom";"dienblad";"tafeltje met soepkom : dienblad";0,217711
"039040";"post";"8";"olifantje";"olifant";"olifantje : olifant";0,264014
"039040";"post";"9";"stokje links staartje";"halve cirkel achterkant";"stokje links staartje : halve cirkel achterkant";0,314415
"039040";"post";"10";"theekan";"theepot";"theekan : theepot";0,274341
"039040";"post";"11";"neus twee antennes";"rondje voor";"neus twee antennes : rondje voor";0,471572
"039040";"post";"12";"plateau met trompet";"toeter";"plateau met trompet : toeter";0,482074
"039040";"post";"13";"staartjes";"staartjes";"staartjes : staartjes";0
"039040";"post";"14";"paal aan voorkant";"balk voorkant";"paal aan voorkant : balk voorkant";0,260551
"039040";"post";"15";"slurf plaat erdoorheen";"vlak door basisfiguur";"slurf plaat erdoorheen : vlak door basisfiguur";0,36108
"039040";"post";"16";"een verrekijker";"kegel boven zijkant";"een verrekijker : kegel boven zijkant";0,455717
"041042";"pre";"1";"spion met verrekijker";"groot vierkant aangeplakt";"spion met verrekijker : groot vierkant aangeplakt";0,514659
"041042";"pre";"2";"misvormd puntig gezicht";"een driehoek boven";"misvormd puntig gezicht : een driehoek boven";0,470887
"041042";"pre";"3";"juichend persoon";"lange poot driehoek";"juichend persoon : lange poot driehoek";0,504025
"041042";"pre";"4";"angry bird vogel";"twee balkjes rechts";"angry bird vogel : twee balkjes rechts";0,610184
"041042";"pre";"5";"stokstijf persoon";"klein balkje schuin voor";"stokstijf persoon : klein balkje schuin voor";0,377479
"041042";"pre";"6";"gezicht met neuspiercing";"beker gezicht met neusring";"gezicht met neuspiercing : beker gezicht met neusring";0,179258
"041042";"pre";"7";"kruiwagen met bakje";"hoog tafeltje";"kruiwagen met bakje : hoog tafeltje";0,415662
"041042";"pre";"8";"robot op eenwieler";"boven dubbel rechthoekig vierkant";"robot op eenwieler : boven dubbel rechthoekig vierkant";0,570862
"041042";"pre";"9";"pinokkio toilet";"uitstekende cirkel achter";"pinokkio toilet : uitstekende cirkel achter";0,566038
"041042";"pre";"10";"watergieter";"gieter zonder handvat";"watergieter : gieter zonder handvat";0,475657
"041042";"pre";"11";"clown ronde neus";"grote ei neus";"clown ronde neus : grote ei neus";0,208117
"041042";"pre";"12";"drukpers met plankje";"schuine cirkel voor";"drukpers met plankje : schuine cirkel voor";0,346385
"041042";"pre";"13";"drilboor met handvaten";"platte rond voor";"drilboor met handvaten : platte rond voor";0,365374
"041042";"pre";"14";"waterpomp met bal";"lange balk voor";"waterpomp met bal : lange balk voor";0,363893
"041042";"pre";"15";"stofzuiger door grond";"slurf op vierkant";"stofzuiger door grond : slurf op vierkant";0,400792
"041042";"pre";"16";"stuurwiel van schepen";"worm en vierkant";"stuurwiel van schepen : worm en vierkant";0,429429
"041042";"post";"1";"spion";"vierkant voor";"spion : vierkant voor";0,652272
"041042";"post";"2";"vreemde vis";"afgesneden piramide neus";"vreemde vis : afgesneden piramide neus";0,491102
"041042";"post";"3";"juichend persoon";"driehoek staander beneden";"juichend persoon : driehoek staander beneden";0,544659
"041042";"post";"4";"angry bird";"angry bird";"angry bird : angry bird";-1,19209e-07
"041042";"post";"5";"stokstijf persoon hanekam";"balkje in hand";"stokstijf persoon hanekam : balkje in hand";0,317013
"041042";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"041042";"post";"7";"kruiwagen";"hoge kruiwagen";"kruiwagen : hoge kruiwagen";0,182705
"041042";"post";"8";"robot op eenwieler";"raampjes op hoofd";"robot op eenwieler : raampjes op hoofd";0,397804
"041042";"post";"9";"pinokkio";"pinokkio links neus";"pinokkio : pinokkio links neus";0,282812
"041042";"post";"10";"gieter";"gieter";"gieter : gieter";0
"041042";"post";"11";"clown ronde neus";"ei neus voor";"clown ronde neus : ei neus voor";0,246058
"041042";"post";"12";"drukpers met hendel";"lange hendel linksboven";"drukpers met hendel : lange hendel linksboven";0,21978
"041042";"post";"13";"pippi langkous";"pippi langkous staartjes";"pippi langkous : pippi langkous staartjes";0,0409889
"041042";"post";"14";"waterpomp met bal";"open armen";"waterpomp met bal : open armen";0,463028
"041042";"post";"15";"stofzuiger slurf";"slurf op vierkant";"stofzuiger slurf : slurf op vierkant";0,309415
"041042";"post";"16";"pier in appel";"wormpje achterkant pot";"pier in appel : wormpje achterkant pot";0,435869
"043044";"pre";"1";"verrekijker";"vierkant aan voorkant";"verrekijker : vierkant aan voorkant";0,585013
"043044";"pre";"2";"feesthoedje";"soort kegel bovenkant";"feesthoedje : soort kegel bovenkant";0,370068
"043044";"pre";"3";"tulp op driehoek";"vierkant bovenop";"tulp op driehoek : vierkant bovenop";0,308811
"043044";"pre";"4";"f vorm";"rechts twee balkjes";"f vorm : rechts twee balkjes";0,521389
"043044";"pre";"5";"pinguin";"rechthoek op bovenkant";"pinguin : rechthoek op bovenkant";0,526012
"043044";"pre";"6";"doorboorde neus";"bol met rechthoek";"doorboorde neus : bol met rechthoek";0,439909
"043044";"pre";"7";"tafel met kom";"tafeltje met schaaltje";"tafel met kom : tafeltje met schaaltje";0,217057
"043044";"pre";"8";"karate trap";"dunne cilinder voorkant";"karate trap : dunne cilinder voorkant";0,580776
"043044";"pre";"9";"beker met citroen schijf";"links cilinder";"beker met citroen schijf : links cilinder";0,390141
"043044";"pre";"10";"armen en rugzak";"staaf met bol";"armen en rugzak : staaf met bol";0,372204
"043044";"pre";"11";"neus en vulpen";"alleen bol voorkant";"neus en vulpen : alleen bol voorkant";0,275759
"043044";"pre";"12";"rond dienblad";"omgekeerde kleine pion";"rond dienblad : omgekeerde kleine pion";0,501399
"043044";"pre";"13";"gootsteen met ketting";"vierkant als ondergrond";"gootsteen met ketting : vierkant als ondergrond";0,336282
"043044";"pre";"14";"armen en ei";"bol op bovenkant";"armen en ei : bol op bovenkant";0,310792
"043044";"pre";"15";"doorgesneden pot";"dikke cilinder voorkant";"doorgesneden pot : dikke cilinder voorkant";0,348056
"043044";"pre";"16";"propellor";"twee ovaalvormige cillinders";"propellor : twee ovaalvormige cillinders";0,410664
"043044";"post";"1";"verrekijker met paddestoel";"robot";"verrekijker met paddestoel : robot";0,450776
"043044";"post";"2";"feesthoed met potloodpunt";"feesthoed met potlood";"feesthoed met potloodpunt : feesthoed met potlood";0,0966684
"043044";"post";"3";"tulp op driehoek";"tulp";"tulp op driehoek : tulp";0,213082
"043044";"post";"4";"f vorm";"f";"f vorm : f";0,175262
"043044";"post";"5";"pinguin";"vogel";"pinguin : vogel";0,395312
"043044";"post";"6";"doorboorde neus";"doorgeboorde neus";"doorboorde neus : doorgeboorde neus";0,120552
"043044";"post";"7";"tafel met schaaltje";"tafel met schaaltje";"tafel met schaaltje : tafel met schaaltje";1,78814e-07
"043044";"post";"8";"karate trap";"pinokkio neus";"karate trap : pinokkio neus";0,450346
"043044";"post";"9";"beker met citroen schijf";"citroentje";"beker met citroen schijf : citroentje";0,323219
"043044";"post";"10";"vliegtuig vleugels rugzak";"vleugels";"vliegtuig vleugels rugzak : vleugels";0,230778
"043044";"post";"11";"vulpen en neus";"neus en pen";"vulpen en neus : neus en pen";0,095386
"043044";"post";"12";"omgekeerde pion";"omgekeerde pion";"omgekeerde pion : omgekeerde pion";0
"043044";"post";"13";"gootsteen met kraaltjes";"plateau met kraaltjes";"gootsteen met kraaltjes : plateau met kraaltjes";0,176035
"043044";"post";"14";"armen en ei";"ei met armpjes";"armen en ei : ei met armpjes";0,110068
"043044";"post";"15";"doorboord snijplank slurf";"slurf";"doorboord snijplank slurf : slurf";0,236205
"043044";"post";"16";"propellor met staart";"propellor";"propellor met staart : propellor";0,167716
"045046";"pre";"1";"antenne en vierkant";"vierkante plaat vooraan";"antenne en vierkant : vierkante plaat vooraan";0,228383
"045046";"pre";"2";"boven punt driehoek";"driehoek bovenop";"boven punt driehoek : driehoek bovenop";0,115078
"045046";"pre";"3";"scheve stengel wijnglas";"wokkel en blokken";"scheve stengel wijnglas : wokkel en blokken";0,451446
"045046";"pre";"4";"hoedje twee balkjes";"twee blokjes rechts";"hoedje twee balkjes : twee blokjes rechts";0,146757
"045046";"pre";"5";"vleugels vierkant bovenuit";"paaltje en blokken";"vleugels vierkant bovenuit : paaltje en blokken";0,32176
"045046";"pre";"6";"pilaar door bolletje";"heeft een ontstopper";"pilaar door bolletje : heeft een ontstopper";0,444861
"045046";"pre";"7";"tafel door kopje";"hoge tafel";"tafel door kopje : hoge tafel";0,277931
"045046";"pre";"8";"spijker door vierkant";"wasbak met kraan";"spijker door vierkant : wasbak met kraan";0,389696
"045046";"pre";"9";"potlood door kopje";"ronde schijf achter";"potlood door kopje : ronde schijf achter";0,422463
"045046";"pre";"10";"staaf door kopje";"springplank achteraan";"staaf door kopje : springplank achteraan";0,583377
"045046";"pre";"11";"speer staaf neus";"neus en antennes";"speer staaf neus : neus en antennes";0,282648
"045046";"pre";"12";"spijker door arm";"rond bijzettafeltje";"spijker door arm : rond bijzettafeltje";0,543102
"045046";"pre";"13";"kopje op platform";"staat op vierkant";"kopje op platform : staat op vierkant";0,293382
"045046";"pre";"14";"pilaar bol armpjes";"bal bovenop";"pilaar bol armpjes : bal bovenop";0,251028
"045046";"pre";"15";"platform door kopje";"glijbaan en haak";"platform door kopje : glijbaan en haak";0,478263
"045046";"pre";"16";"plantenbak vierkante arm";"ronde pijp achteruit";"plantenbak vierkante arm : ronde pijp achteruit";0,38339
"045046";"post";"1";"antenne vierkant voor";"vierkante plaat voor";"antenne vierkant voor : vierkante plaat voor";0,23656
"045046";"post";"2";"raar blok driehoeks punt";"punt bovenop";"raar blok driehoeks punt : punt bovenop";0,226921
"045046";"post";"3";"wijnglas";"wijnglas";"wijnglas : wijnglas";5,96046e-08
"045046";"post";"4";"deksel twee uitsteeksels";"identieke blokjes rechts";"deksel twee uitsteeksels : identieke blokjes rechts";0,260809
"045046";"post";"5";"spaceship met huisje";"ruimteschip en gebouw";"spaceship met huisje : ruimteschip en gebouw";0,269947
"045046";"post";"6";"neuspiercing";"neus met piercing";"neuspiercing : neus met piercing";0,324785
"045046";"post";"7";"tafel met kopje";"tafel met bakje";"tafel met kopje : tafel met bakje";0,0869675
"045046";"post";"8";"wasbak doorgeprikt vierkant";"wasbak met kraan";"wasbak doorgeprikt vierkant : wasbak met kraan";0,208941
"045046";"post";"9";"potlood cirkel lepel";"ronde schijf achter";"potlood cirkel lepel : ronde schijf achter";0,373532
"045046";"post";"10";"achterklep stangen";"springplank achter";"achterklep stangen : springplank achter";0,663744
"045046";"post";"11";"geen piercing hoofd";"neus zonder piercing";"geen piercing hoofd : neus zonder piercing";0,114757
"045046";"post";"12";"spijker bijtafel";"spijker en bijzettafel";"spijker bijtafel : spijker en bijzettafel";0,127473
"045046";"post";"13";"plaat circkel sprieten";"plateau en sprieten";"plaat circkel sprieten : plateau en sprieten";0,254239
"045046";"post";"14";"poppetje met balk";"bal bovenop";"poppetje met balk : bal bovenop";0,314008
"045046";"post";"15";"middel platform glijbaan";"glijbaan en haak";"middel platform glijbaan : glijbaan en haak";0,226427
"045046";"post";"16";"vierkanten twee stengels";"pijp achter";"vierkanten twee stengels : pijp achter";0,496047
"047048";"pre";"1";"groot vierkant voorkant";"robot met antenna";"groot vierkant voorkant : robot met antenna";0,502298
"047048";"pre";"2";"feestmuts en wielen";"driehoek op kop";"feestmuts en wielen : driehoek op kop";0,330976
"047048";"pre";"3";"draaiend wijnglas";"wijnglas";"draaiend wijnglas : wijnglas";0,140459
"047048";"pre";"4";"eend met uitlaat";"is teken rechts";"eend met uitlaat : is teken rechts";0,442195
"047048";"pre";"5";"liggende balk bovenop";"neus vormige neus links";"liggende balk bovenop : neus vormige neus links";0,341885
"047048";"pre";"6";"staaf door ei";"lepel zuignap handvat";"staaf door ei : lepel zuignap handvat";0,275324
"047048";"pre";"7";"halve tafel poten";"twee potige tafel";"halve tafel poten : twee potige tafel";0,234478
"047048";"pre";"8";"meeste balken uitsteeksels";"ruit met handvaten";"meeste balken uitsteeksels : ruit met handvaten";0,395039
"047048";"pre";"9";"ronde plaat achterkant";"pinokkio";"ronde plaat achterkant : pinokkio";0,693443
"047048";"pre";"10";"lange korte vlaggenmast";"niks aan voorkant";"lange korte vlaggenmast : niks aan voorkant";0,475826
"047048";"pre";"11";"balken voorkant ei";"lepel balvormig handvat";"balken voorkant ei : lepel balvormig handvat";0,229349
"047048";"pre";"12";"links uitstekende nier";"spijker in handvat";"links uitstekende nier : spijker in handvat";0,39002
"047048";"pre";"13";"twee strengen vierkantjes";"kop met schotel";"twee strengen vierkantjes : kop met schotel";0,459856
"047048";"pre";"14";"lange balk voorkant";"bal kom balk";"lange balk voorkant : bal kom balk";0,246203
"047048";"pre";"15";"olifanten slurf twee schoorstenen";"kop door schotel";"olifanten slurf twee schoorstenen : kop door schotel";0,415558
"047048";"pre";"16";"twee dichte parasols";"twee deegroller handvaten";"twee dichte parasols : twee deegroller handvaten";0,407945
"047048";"post";"1";"robot";"robot";"robot : robot";0
"047048";"post";"2";"feestmuts";"feesthoedje";"feestmuts : feesthoedje";0,215372
"047048";"post";"3";"wijnglas";"wijnglas";"wijnglas : wijnglas";5,96046e-08
"047048";"post";"4";"is teken";"flappy bird is";"is teken : flappy bird is";0,509122
"047048";"post";"5";"neus met balk";"neus met balk";"neus met balk : neus met balk";5,96046e-08
"047048";"post";"6";"zuignap";"zuignap";"zuignap : zuignap";0
"047048";"post";"7";"bijzet tafel poten";"tafel twee poten";"bijzet tafel poten : tafel twee poten";0,121815
