word_1,word_2,distance
horizontaal balkje bovenop,horizontale balk bovenop,0.168951
neusring en staartje,neuspiercing,0.365714
afdakje twee poten,tafeltje twee poten,0.0610251
ruit achter kopje,vliegtuig achtervleugel ruit,0.284504
neus naar links,ronde plaat achterkant,0.436172
knuppel achter kopje,horizontale knuppel,0.252255
bolletje aan voorkant,konijntje bolletje voor,0.264145
projectie linksachter beamer,beamer projectie,0.0914487
krul links rechts,krullen links rechts,0.072727
verticale balk voorkant,balken knuffelaar,0.390871
plaat door midden,plaat doormidden,0.257382
kolom boven linksvoor,uitlaat twee kegels,0.351504
vierkant aan zijkant,robot vierkant voor,0.274212
puntig hoedje boven achterkant,tent als neus,0.295355
gedraaide steel onderkant,springen met vierkant,0.356195
twee balkjes rechterkant,twee balkjes rechterkant,0.0
liggende balk bovenkant,balkje op hoofd,0.293122
steel door bol,stang door neus,0.240955
staat aan tafel,tafeltje met bakje,0.316711
twee hoekige stelen,spekje op hoofd,0.396713
ronde schijf achterkant,plateautje,0.379675
schuine plank achterkant,peper en zout,0.581812
losse bol voorkant,sims tekentje,0.479618
rond tafeltje zijkant,dienblad als neus,0.226796
geblokte stelen zijkanten,kraaltjes aan zijkanten,0.171319
bol op bovenkant,balkje uitstekend beneden,0.250269
vierkant om midden,rokje,0.608489
een toren blok zijkant,blokkendoos als neus,0.347598
magnemite sataliet,vierkant vlak armpjes,0.433406
robotje punthoofd blok neus,robotje punthoofd blok neus,-1.19209e-07
vogeldrinkbak fontein,fontein wijnglas,0.178973
is teken staartje hoedje,is teken staartje,0.0448928
bel vormige arm,balk bovenop belvormige armpjes,0.332723
neus bot erdoorheen,inboorling balk door neus,0.245338
picknick tafel,picknicktafel,0.30167
pinokkio neus ruitvormige antenne,ruit in achterhoofd,0.283584
draaiknop hendel voetstuk,halve uitstekende cirkel,0.46534
dubbele hendel stuur,stuur hendels scherm,0.131676
blob neus lange veer,neus kwastje balkje,0.222923
spijker platformpje rechts,dienblad spijker,0.236615
draaiknop vlechtjes,groot platform,0.735008
balletje balanceren,pilaar bal bovenop,0.299303
salueren hoelahoep,hoelahoep,0.122532
hendel links uitlaatpijp,vier uitsteeksels groeiende vierkanten,0.481678
groot vierkant oor,robot,0.671241
piramide hoed,feesthoed grote snavel,0.328526
klein kubusje rechtsboven,flamingo,0.62379
twee oren rechterkant,stekker,0.488497
minste uitsteeksels,balkje schepje,0.589791
neus staaf erdoor,neuspiercing,0.523964
omgekeerde halve piramide,picknicktafel,0.659142
omgekeerde ram,twee ruitjes vierkantjes,0.544837
pinokkio halve cirkel,pinokkio met cirkel,0.0913278
twee uitsteeksels rondjes,lange korte arm,0.328892
ronde neus,omgekeerde kegel balk,0.412056
uitstekend oor linkerkant,dakraam,0.625539
drie kraaltjes oren,diamantjes,0.2352
bolletje boven hoofd,oma olifant knotje,0.346079
hoed met pijp,olifant tutu,0.420983
uitstekende kubus rechts,vogel omgekeerde snavel,0.406738
vierkant voorkant,schroef bovenop,0.313881
driehoek bovenop,feesthoedje,0.39667
gedraaide staaf onder,draaiende balk,0.369535
twee strepen rechts,afgesneden punthoedje,0.32625
langwerpige balk boven,moeilijke balk boven,0.131958
neus met piercing,neuspiercing,0.324785
soort tafel erom,tafel spoiler,0.317304
kromme staaf onder,ruitje oren bovenop,0.412874
rondje achter,blok onder,0.442387
soort gieter,gieter afstudeer hoedje,0.242103
bolle neus,bolle neus,-2.38419e-07
rond platform rechts,schroef in arm,0.338929
zes uitstekende bolletjes,clown,0.651068
bolletje bovenop,bol boven,0.271743
lange neus vierkantje,vierkant rond midden,0.289518
langwerpige punt boven,twee diabolos,0.451742
robot vierkant antenne,vierkant antenne wolkenkrabber uitsteeksels,0.149926
eclectisch driehoek gradueel,driehoek boven,0.347587
draai blokje driehoekje,draai driehoekige voet,0.284225
gelijkheidsteken hendel voetje,twee rechthoeken rechts opzij,0.260545
sip hangend balkje,sip balkje gleuf,0.0868636
eivormig balkje traanvormig,eivormig platte cirkel,0.0835523
plankje bakje plukje,plankje bakje erop,0.0621746
ruitvormig bonenmaler uitsteeksels,gebogen tuitje onder,0.216467
verscholen rondje voetje,voetje platte cirkel,0.213533
afgerond schuin balk,afgeronde tuitjes weerskanten,0.237019
eivormig gleuf pijlvormig,ei gleuf balkje,0.230246
plateau b vormig uitsteeksel,rond plateau voor,0.344298
bodem golfjes circel,drie ruiten weerszijden,0.351436
rechthoek ei hoek,eivormig rechthoek voor,0.20042
etage hoek cilinder,doorklieven plateau onderaan,0.380532
stuur handvatten slurf wolkenkrabber,twee dezelfde handvatten,0.315947
schroef op pot,hondje ondersteboven,0.44681
driehoek op pot,driehoek op hoofd,0.152999
voetstuk onder pot,wijnglas,0.411667
zijkant twee balkjes,is teken,0.552653
balkje op pot,espressoapparaat,0.604908
schroef door neus,spijker door neus,0.0957736
bankje aan pot,bankje en duikplank,0.200028
hanekam schroef erdoor,helikopter op hoofd,0.432884
opzetstuk onder pot,theekopje een staafje,0.277619
knuppel achter pot,knuppel achter pot,0.0
twee grotere roerstaafjes,theekopje,0.428993
spijker in oor,dienblad en spijker,0.196463
plaat onder pot,pippi langkous,0.715777
balletje op pot,balletje op pot,-1.19209e-07
plaat over pot,ballerina,0.663585
twee verschillende oren,vier uitsteeksels,0.233216
kleine robot,robot,0.144448
tovenaars hoedje,misvormde tovenaar,0.240662
heuveltje bovenop,min is teken,0.535526
weinig uitstulpingen,balk bovenop,0.485493
neuspiercing,neuspiercing,1.78814e-07
uitklaptafeltje,tafel met kom,0.301381
gespiest vierkant,satteliet bovenop,0.479123
verborgen cirkel,verstopte cirkel,0.196528
armpjes met bolletjes,gieter,0.411671
pluim op hoofd,uitgerekte driehoek,0.462483
bleekselderij,bleekselderij links,0.116551
meisje met staartjes,meisje met vlechten,0.0978895
man naast paal,dikke man,0.201812
mannetje dat zwaait,zwaaiende ballerina,0.409333
loodrechte dildos,twee lepels,0.487493
vastgeplakt vierkant zijkant,verrekijker met vierkant,0.292128
driehoek bovenop,driehoek op bovenkant,0.135881
staand gedraaide staaf,gedraaide voet,0.234834
rechterkant twee rechthoekjes,afgestompte driehoek,0.29193
compact drie uitsteeksels,pinguin,0.625491
doorboorde bolle neus,neuspiercing,0.489066
plankje met beugels,plankje en bril,0.157219
doorboorde ruit bovenop,gespiest ruit,0.149187
ronde plaat achterkant,richel,0.341344
staaf ronde uiteinden,ronde bollen spies,0.212071
ronde bolle neus,ronde neus sprieten,0.0807269
linkerkant puntige spijker,ober met spijker,0.306805
staat op viekant,staand op vierkant,0.327678
rechthoekige staaf zijkant,jezus,0.730141
omsluitende viekante band,vierkant rokje,0.378796
twee omgedraaide kegels,twee kegels,0.0655232
vierkant paddenstoel twee,paddenstoel vierkant kubussen,0.0837144
driehoek kegel trapezium,driehoek trapezium,0.0497973
kubus draai driehoek,wijnglas draai kubus,0.158694
is pijl trapezium,is trapezium pijl,-1.19209e-07
compact balk staafje,compact goudstaaf kap,0.222017
bol balk erdoorheen,ei staaf cirkel,0.241062
plank tuitje uitsteeksels,dienblad pootjes trapezium,0.202892
complex vierkanten staven,zeepaardje ruit staven,0.241836
cirkel onderkant lepel,onderstel cirkel lepel,0.0882542
v,kanon eieren staaf,0.866939
ei lepel driehoek,ei lepel rechthoek,0.0387905
spijker cirkel b,spijker b cirkel,0.0
cirkel dna ondergrond,dna cirkel onderstuk,0.107764
balk bol stang,ei balk staaf,0.155825
plateau buis hoek,plateau slurf zeven,0.250825
kegels kubussen,kubussen lepels staaf,0.170138
verrekijker op hoofd,robot verrekijker,0.238845
bak met feesthoedje,punthoedje,0.272884
zwaaiend en dansend,juichende omgekeerde hond,0.231767
koffiezetapparaat,twitter icoontje,0.690045
strak gezicht,gezicht met oren,0.174915
honden botje in bek,neuspiercing,0.467513
keuken plankje met bakken houder,plank met pan,0.174396
twee staart danseres,dansende poppetje,0.307682
pinokkio met haarplukje,pinokkio cocktail,0.187629
honkbal uitrusting,honkbal uitrusting,0.0
bowl pion op hoofd,bowling pion,0.206704
dienblad vasthouden,spijker,0.514766
chips bak met slingers,tafel met slingers,0.142299
bol.com mannetje,bol.com poppetje,0.167932
fabriek met buizen,fabriek meisje,0.290984
achteraanzicht kop miereneter,miereneter,0.265658
vierkante ogen,echte spijker,0.455749
punthoofd,punthoofd kogel,0.210416
hoge toren,wijnglas,0.644258
gelijk aan teken,flappy bird,0.764051
raket vierkante top,raket balk hoofd,0.345058
eivormige neus piercing,indiaan met piercing,0.246866
tafel twee poten,tafel,0.160949
vierkante spijker oren,doorboord boek,0.360645
chocomelk met wafel,ijsthee,0.299632
zijwaartse peper zout,peper en zout,0.0730036
ei neus kegel antenne,indiaan met vulpen,0.427206
spijker in arm,pacman en vergrootglas,0.524162
beker op tafel,wokkel oren,0.427552
eihoofd dunne armen,macho,0.620641
vierkante dwarslaesie,fabriek,0.771909
antenne drie armen,robot moeilijk,0.523998
blok achtige uitsteeksels links,wolkenkrabber ogen plat vierkant,0.329184
grote driehoek bovenin,lowlands tentje klein aanhangsel,0.417299
gedraaide steel onder,cocktailglas,0.48394
twee rechtse uitsteeksels,is teken,0.543683
rechthoekje op kopje,robot uiltje,0.495211
stang door bolletje,stang door bolletje,-1.19209e-07
soort picknicktafel voorkant,bankje bakje bovenop,0.254043
ruit met armen,wafels boven,0.501732
geribbeld uitsteeksel links,lepel platte schijf,0.354513
afgeronde uitsteeksels beiderzijds,stompe armpjes tafeltje,0.286636
rechthoek uit kop,penseel bol driehoekig aanhangsel,0.273125
ribbel achtige en schijf uitsteeksel,verkeers koontje platte schijf,0.196477
vierkante plaat onderin,fontein plat vierkanten bodem,0.180522
bolletje boven,kopje hoger balk,0.264251
vierkant dwars doorheen,rokje armpje oogjes,0.442545
haakse bowlingpin achtige uitsteeksels,negentig graden kegels,0.386865
verrekijker en antenne,verrekijker,0.161704
spitse driehoek bovenop,spitse driehoek bovenop,0.0
spiraal op driehoek,spiraal driehoekige voet,0.170476
twee streepjes rechts,usb-sticks,0.682025
driehoekige neus rechts,lage oorbellen,0.448376
bol voorkant doorboord,ijsthee stamper,0.560632
tafel met blokje,tafeltje,0.25784
ruit bovenkant doorboord,doorboorde ruit bovenop,0.115406
pinokkio neus links,pinokkio,0.282812
doorborende zeshoekige armen,zeshoekige armen,0.0276248
clownsneus driehoekig oor,neus zonder stamper,0.25647
toeter op arm,batman,0.642296
stoom uit oren,stoomwolkjes uit oren,0.101882
twee ronde armen,knuffelende dunne armen,0.216237
twee streepjes boven,stoomboot met l,0.457242
vier kubussen voorkant,deegroller,0.563273
joystick bovenop,gamer,0.560369
piramide bovenop,piramide bovenop,5.96046e-08
trofee,dna streng,0.807619
is teken zijkant,is teken zijkant,0.0
houdt potlood vast,potloodje,0.339487
kopje aan zuignap,inboorling,0.708893
bankje,bankje of bumper,0.216019
twee kromme pootjes,sikje,0.360177
lijkt op steelpan,blok,0.575266
zonnepaneel op achtergrond,zonnepaneel,0.225241
dikke neus voorkant,grote neus,0.118441
horizontaal rondje voorkant,plantenbak,0.555188
vierkante plaat eronder,plaat eronder,0.103108
verticale paal voorkant,verticale paal vooraan,0.0503866
in platte schijf,tutu,0.847695
vierkantjes toren voorkant,piraten verrekijker,0.47633
bliksemschicht robot vierkant,ruimteschip,0.299815
driehoek boven,piramide en kogel,0.316224
3d driehoek onder,winnaars beker,0.534912
twee balkjes rechts,kip,0.629406
ober balk cilindertje,wall-e robot,0.566723
gieter hoofd,neus met piercing,0.349723
hoog ophang schapje links,schapje met bakje,0.283336
twee gebogen balkjes,karate kid,0.741333
pinokkio cilinder links,pinokkio met cirkel,0.219252
paaltje links rechts,hamer vierkant plateau,0.366727
cirkel omgekeerde kegel,neus zonder piercing,0.515973
lippen schapje kegel,eiffeltoren spijker,0.381712
diamantjes beide kanten,pippi langkous,0.624018
bol boven,omhelzing,0.581734
twee cilinders boven,olifant met arm,0.463982
knuppel boven rechts,joystick,0.52453
vierkant aan voorzijde,robot antenne met kubus verrekijker,0.401655
holle driehoek bovenop,holle driehoek bovenop,0.0
trofee op driehoek,trofee op driehoek,5.96046e-08
uitkomst teken som rechterzijde,oplossings teken lijkt vogeltje,0.325268
rechthoek bovenop beker,lange zijde balk,0.313715
hendel bal schijf,neus met piercing,0.404816
tafelblad twee poten,tafel met bakje,0.274076
staaf doorboort vierkant,dubbele stoeptegel bovenkant,0.227744
toilet op ovaal,cocktailglas half citroentje,0.405668
pilaren weerszijden vierkant,verkeerspalen amsterdam zijkanten,0.274898
rechthoek pion bovenop,ernie met driehoek,0.299667
uitsteeksel holle cirkel,dienblad met nagel,0.371786
vierkante ondergrond beker,vierkant diamant strook zijkanten,0.29122
bal bovenop,balletje rechte balk,0.2803
vierkant halverwege beker,tutu met slurf,0.431266
ovaal bovenop links,slurf met kubussen,0.356385
onweer en spijker,robot,0.618303
angrybirds hanekam,piramide uitlopend blok,0.493605
twister lange sokkel,voetbal trofee,0.550766
stekker met trapezium,stekker,0.232845
hamer en drukknop,hamer balk bovenop,0.252508
neusbot ei veer,indiaan veer neusbot,0.144794
weegschaal wipwap bankje,picknick tafel salade bak,0.337637
uitsteken naar buiten,complexe figuur,0.601831
sokkel met lepel,spaarpot met lepel,0.129403
zonnepaneel doorboring staaf,kantelscherm twee staven,0.292822
zwevend ei lepel,zwevend ei lineaal,0.100538
bijtel en platform,dienblad pylon,0.506151
pippi langkous plaat,pippi langkous,0.0532982
ei doorboorde tak,zwevend ei balk,0.305037
platform door mok,waterglijbaan platform,0.397493
waterdruppels en onweer,twee grootste lepels,0.513635
vierkant rechts,de robot,0.595707
piramide bovenop,groot driehoek muilkorf,0.409665
twee vierkanten bovenop,de cocktail,0.522047
is rechts,is teken vogeltje,0.297932
balkje horizontaal bovenop,compact met vleugeltjes,0.34701
ovaal met balk,ei balk zuignap,0.220365
plank omgekeerde piramide,het bijzettafeltje,0.45738
ruit schroef bovenop,de kraan,0.280416
halve cirkel achterkant,halve cirkel balkje,0.0717977
gieter vierkant achter,de gieter,0.169861
ovaal rechts,ei omgekeerde kegel,0.394306
horizontale cirkel rechts,biertap met tafeltje,0.534999
bovenop een vierkant,de clown,0.468129
bal bovenop,ei balk boogjes,0.37446
omringend vierkant halverwegen,glijbaan plateau staafjes,0.333913
rechts blokken,de moeilijke,0.638256
twee torens links,twee verrekijker torens,0.139283
punthoed,punthoed piramide,0.181436
gedraaide voet,trofee,0.623798
is teken armpje,vogeltje is teken,0.119649
rechthoekige hanenkam,vierkante balk erop,0.305628
bolletje houdt stang,neuspiercing staaf,0.276558
tafelpoten schuin trechter,picknicktafel met trechter,0.190568
ruit erop gewichtheffer,ruitjes gewichtheffen,0.261277
brede smalle voet,pinocchio,0.689028
stang erdoorheen breed,staaf erdoorheen ongelijk,0.277148
twee verschillende roerstaafjes,lineaal penseel staafjes,0.405667
dienblad en pacman handvat,dienblad en dakraam,0.286401
bodemplaat met horens,pippi langkous ribbels,0.501045
balletje erop,twee dunne armpjes,0.386915
door vierkant plateau,ballerina,0.617879
twee ovalen handvatten,twee ronde uitsteeksels,0.247746
robot telescoop ogen,paddestoel twee telescopen,0.218041
feesthoed en kogel,punthoed en kogel,0.0946399
afgekapt feesthoedje,afgekapt feesthoedje,1.19209e-07
raket met loopbrug,raket met vleugels,0.125244
spijker door neus,stok door neus,0.064314
afdakje,tafel door kop,0.442218
afvoerbuis aan onderkant,platte vierkanten boven,0.333332
cilinder bord lepel,lepel bord steelpan,0.0985054
deegroller door kop,deegroller,0.138148
neus en meetlat,ronde neus steelpan,0.291967
spijker door steel,spijker door bleekselderij,0.203084
kop met vlechten,kop met vlechten,0.0
dunne armpjes,dunne armen,0.0825738
zwaaiend,plank door kop,0.444698
uitsteeksels alle kanten,vier richtingen uitsteeksels,0.166987
voorin een vierkant,paddenstoel,0.612005
driehoek bovenop,vierkant bovenop,0.113923
schroef driehoek onderin,schroef met voetstuk,0.167239
twee rechthoeken rechts,twee streepjes rechts,0.0787806
links half prisma,balk bovenop,0.44276
bol staaf schijf,bolletje balk schijf,0.218718
tafeltje bakje bovenin,tafel,0.233245
haakje onderin,kromme ding onderin,0.203549
omgekeerde kegel rechtsboven,halve cirke,0.463347
doorlopende staaf bol,balken schuin vlak,0.335624
bol rechthoek boven,bol rechts,0.129033
omgekeerde pion linksboven,omgekeerde pion,0.0888505
plateau onderin,onderste plank,0.247391
bol bovenop,bal bovenop,0.145282
twee streepjes boven,plank iets hoger,0.33619
kegel boven links,twee kegels,0.336768
robot met antenne,robot met antenne,5.96046e-08
gezicht hanenkam wielen,piramide kogel links,0.370832
voetstuk beker vlag,trofee,0.304098
spijker stopcontact hoed,stompe piramide spijker,0.303841
simpel weinig zichtbaar,rechthoek boven pennetje,0.421166
arm met hamer,hamer,0.150501
tafelblad potje zweven,ontbijttafel met schaal,0.331517
kat staart onder,staart pootjes kop,0.140315
kook steelpan,steelpan smal plateau,0.271441
ding dwars erdoorheen,doorborende staaf,0.390837
opberg mok met neus,gereedschaps vaas met bol,0.165575
kop met bekerhouder,pion bekerhouder,0.180386
plateau met kristallen,drie kraaltjes,0.358067
pedalen bal op,bal bovenop pedalen,0.0626587
zwaaiende olifant,zwaaiende olifant plateau,0.0840971
lange uitsteeksels,uitsteeksels omgekeerde toren,0.184945
spijker en verrekijker,spijker blokkentorens vierkant,0.196466
piramide op kopje,piramide en verrekijker,0.256325
wijnglas met blokjes,glas met blokjes,0.0838507
lampenkap op kopje,lampenkap en balkjes,0.167469
langwerpig blok erop,balk en toblerone,0.360306
balkje door neus,spijker door bol,0.195913
plank aan kopje,dienblad met lampenkap,0.419916
ruit aan zijkant,strik,0.387768
enkele uitstekende cilinder,cirkel aan zijkant,0.382171
kopje overdwarse cilinder,springplank achter cilinders,0.346979
kegel en blok,twee cilinder kopje,0.317568
pylon aan linkerzijde,spijker in bank,0.415664
kopje op onderzetter,kopje met diamantjes,0.180276
balletje op kopje,balk voor mannetje,0.388278
vierkant door kopje,vierkant door kopje,0.0
enkele kegel erop,scheepsroer,0.45605
vierkant oor,de robot,0.582843
punt hoofd,feesthoedje op wielen,0.458171
draaikolk op standaard,het torentje,0.436705
vogeltje met snavel,twitter vogel,0.295791
leraar met stokje,het uiltje,0.428922
piercing door neus,neus piercing,0.0580065
ober die serveert,mijn serveerder,0.429888
pinokkio met arm,pinokkio met hanekam,0.149816
pinokkio zonder arm,het gewone kopje,0.409128
stompe handvatten,het afdakje,0.426058
rond neus,dikke neus,0.175676
spijker arm,jouw serveerder,0.620067
gekke professor,de professor,0.15746
olifantenslurf met armen,de waterleiding,0.528229
zwembandje om middel,glijbaan met band,0.439745
twee roerstaven,minecraft hand,0.469864
twee blokjes balken,vierkant met schoorsteen,0.278113
driehoek zijaanzicht gezicht,driekhoek met bolletje,0.334714
gedraaide schroef onderaan,helix,0.589163
zijaanzicht vogel,kip,0.55393
compact met schuif bak,zuiger,0.401352
neus doorboord,balk door neus,0.224962
plateau met bakje,bankje,0.346851
balk door ruit,ruit met balk,0.0542926
zijaanzicht pinokkio gezicht,halve cirkel gezicht,0.279337
buis zonder plateau,gaspedaal,0.532054
hoofd met voelsprieten,hoofd met vulpen,0.240598
horizontaal platte cirkel,eifeltoren,0.640878
ondergrond met object,bolletjes op vierkant,0.342797
bol op theekop,ei hoofd mannetje,0.38355
plateau door object,plateau door object,1.19209e-07
bowlingkegels hoek negentig graden,twee kegels,0.387617
plat vierkant voorkant,platte vierkant ervoor,0.150515
bovenkant driehoek,puntige driekhoek bovenop,0.195088
op gedraaid voetstuk,gedraaid voetstuk driehoek,0.0963286
afgekapte driekhoek bovenop,eend,0.600375
balk plat bovenop,balk plat bovenop,0.0
balk door bol,balk door rondje,0.0849639
vlak met pootjes,tafeltje,0.376273
plat vierkant doorboord,ingewikkelde vierkant doorboord,0.0813866
plat ovaal achter,plat rondje erachter,0.20152
scheef vierkant erachter,vierkant met steuntje,0.273873
ronde bol voorkant,bovenop kegel balkje,0.254434
ijspegel linker zijstuk,spijker in zijkant,0.228897
drie bolletjes zijkanten,drie bolletjes zijkanten,0.0
verticale balk voorkant,balk ervoor,0.183294
plat vierkant midden,pijpje linker zijkant,0.323989
boven links kegel,kegels zijkant bovenkant,0.253162
uitstekende ogen vierkant,paddestoel hoofd vierkant,0.231099
driehoek pet,verrekijker piramide,0.340971
driehoek voetstuk vierkantjes,draaiend voetstuk vierkantjes,0.100369
propellers puntig staart,onderzeeer,0.41347
staafje bovenop,balk hoofd afvoerputje,0.309184
speer schildje in hand,clownsneus speer,0.18533
draag rekje met bakje,picknicktafel mandje,0.307841
hoekige uitsteeksels puntneus,een been ruit,0.384997
roerstokje rondje staafje,roerstaafje plat voetstuk,0.254423
staafjes handvat vierkantje,piemel mok,0.420166
roerstaafjes bolletje staafje,clownsneus roerstaafje kwastje,0.148226
opstapje handvat schoorsteen,dienblad,0.347792
vierkant voetstuk handvatten,pippi langkous,0.78322
balkje handvatjes balletje,bal paal stengel armen,0.259105
vierkant eromheen staafjes,vierkante hoelahoep,0.403996
armen staart punthoofd,staart uitbreidend vierkant,0.224444
vlak rechts voor,verrekijker plaat paddenstoel,0.535707
driehoek bovenop,feesthoed rare neus,0.479893
blokje rechts boven,driehoek gedraaide poot,0.285973
twee streepjes rechts,afgeplatte feesthoed,0.344507
staafje liggend bovenop,balk afzuigkap,0.462693
cirkel stokje rechts,neus piercing lepel,0.395689
tafeltje rechts,picknickbank bak,0.361921
vierkant pootje midden,satelliet hoofd,0.446618
lepel rechts,zon,0.598008
vlak links boven,vijzel,0.738375
rondje rechts,cirkel dakgoot pen,0.397448
spijker links,spijker hondenbot,0.180883
groot vlak onder,pippi langkous,0.75811
cirkel bovenop,bal bovenop,0.156265
vlak rondom midden,plaat slurf deurklink,0.588648
lepel recht omhoog,twee sambaballen,0.494717
televisie houder met antenne,verrekijker met spijker,0.344491
feestvarken met hoedje,verjaardags hoed grote neus,0.187856
blij een benig poppetje,scheve trofee,0.483531
cocktailshaker,zwemmende kip,0.532269
rokende pinguin,paaseiland look-a-like,0.439985
gewichts heffend koffiekopje,zuignap als speer,0.453379
kortpotige kopje,half piramide hoofd,0.405935
oordop dragend zeepaardje,toffee hoofd,0.402756
opgehangen poppetje,staande pinokkio,0.320473
kopje naast loopband,kanon met wasbord,0.403932
kopje met lepels,kopje met lepels,0.0
kopje met dienblad,dienblad,0.140766
kopje met muizentrapjes,ruit oren,0.415079
kleine boom knuffelaar,pomp met ei,0.358299
rokjes dragend kopje,tutu,0.553599
drie verschillende armen,groter wordend vierkant,0.47533
een spijker bovenop,schroef vierkant paneel,0.364932
driehoek erop steuntje,driehoek bovenaan,0.214056
schroef twee vierkantjes,schroef kaas,0.234384
is gelijk aan,is gelijk aan,2.38419e-07
liggende balk bovenop,balk vleugels,0.16481
balk schijf bal,gewichtheffer,0.637277
soort bankje ervoor,springplank,0.613448
haakje eronder voorkant,diertje dat klapt,0.366431
cirkel erachter,ondersteuning cirkel kegel,0.248024
links rechts paaltje,zonnepaneel schroef,0.570652
drie verschillende staafjes,kookpotje,0.501292
dienblad pikkel,pijl dienblad,0.191912
vierkant blad eronder,kraaltjes,0.438643
bal erop balk,balk rechterkant,0.153297
glijbaan twee sprietjes,saturnus twee sprietjes,0.186772
twee kegels,cactus,0.562363
paddenstoel boven vierkant,paddenstoel,0.227544
driehoek boven cilinder,kegel,0.375584
twee kubussen boven,trofee,0.628379
twee planken midden,wegwijzer,0.762794
balk boven lampenkapje,klok,0.424271
balk bal dorheen,olijf,0.634569
tafelpoten met bakje,tafel soepkom,0.196409
ruit balk doorheen,zeepaardje,0.558405
cilinder midden pookje,pinokkio,0.654074
vierkant boven cilinder,mri scanner spiegel,0.540004
bol midden stekels,lepels,0.485554
rond plankje puntig,spijker in arm,0.351032
ribbel cilinder aandrijfwiel,kralen,0.476654
bol boven balk,man knuffelt paal,0.482372
twee staafjes boven,dansende olifant,0.460408
pook boven pook midden,vier uitsteeksels,0.4615
