"StartTime","EndTime","director","trial","target","pair","peaks1","peaks2","psum","round"
1476910,1498950,"B","2.15_ref",4,"027028",36,38,74,2
1520150,1529700,"A","2.16_ref",5,"027028",16,3,19,2
1548330,1599410,"B","3.1_ref",9,"027028",44,89,133,3
1616910,1623550,"A","3.2_ref",10,"027028",8,8,16,3
1646090,1667330,"B","3.3_ref",15,"027028",10,5,15,3
1674410,1687470,"A","3.4_ref",12,"027028",26,8,34,3
1699410,1708830,"B","3.5_ref",1,"027028",12,15,27,3
1719990,1726320,"A","3.6_ref",4,"027028",6,3,9,3
1733560,1745900,"B","3.7_ref",7,"027028",21,17,38,3
1758930,1778830,"A","3.8_ref",16,"027028",35,25,60,3
1801350,1807120,"B","3.9_ref",13,"027028",4,4,8,3
1828360,1836830,"A","3.10_ref",2,"027028",17,7,24,3
1856310,1880940,"B","3.11_ref",11,"027028",39,32,71,3
1889620,1895320,"A","3.12_ref",6,"027028",6,5,11,3
1908480,1919180,"B","3.13_ref",5,"027028",3,9,12,3
1930530,1937400,"A","3.14_ref",8,"027028",2,3,5,3
1968560,1974730,"B","3.15_ref",3,"027028",3,3,6,3
1991740,1998560,"A","3.16_ref",14,"027028",8,4,12,3
2009710,2017020,"B","4.1_ref",10,"027028",2,5,7,4
2035430,2046800,"A","4.2_ref",15,"027028",8,17,25,4
2052510,2059020,"B","4.3_ref",6,"027028",2,5,7,4
2082360,2094330,"A","4.4_ref",1,"027028",14,4,18,4
2102780,2114350,"B","4.5_ref",16,"027028",4,18,22,4
2125660,2131050,"A","4.6_ref",13,"027028",6,3,9,4
2148240,2156310,"B","4.7_ref",12,"027028",3,6,9,4
2166720,2176920,"A","4.8_ref",7,"027028",3,11,14,4
2212270,2217440,"B","4.9_ref",2,"027028",5,7,12,4
2257200,2269330,"A","4.10_ref",9,"027028",18,16,34,4
2287920,2295470,"B","4.11_ref",14,"027028",3,7,10,4
2319370,2324310,"A","4.12_ref",5,"027028",4,4,8,4
2342680,2363490,"B","4.13_ref",8,"027028",32,19,51,4
2379060,2394540,"A","4.14_ref",11,"027028",26,6,32,4
2401360,2407760,"B","4.15_ref",4,"027028",4,5,9,4
2419790,2425390,"A","4.16_ref",3,"027028",3,3,6,4
2441010,2446380,"B","5.1_ref",7,"027028",5,5,10,5
2459190,2468210,"A","5.2_ref",6,"027028",4,7,11,5
2480410,2515280,"B","5.3_ref",11,"027028",36,42,78,5
2538570,2550130,"A","5.4_ref",10,"027028",7,17,24,5
2567540,2573000,"B","5.5_ref",9,"027028",3,3,6,5
2587790,2594810,"A","5.6_ref",4,"027028",8,3,11,5
2616490,2622570,"B","5.7_ref",13,"027028",3,5,8,5
2639710,2645330,"A","5.8_ref",12,"027028",8,1,9,5
2656200,2669260,"B","5.9_ref",1,"027028",4,9,13,5
2698780,2708570,"A","5.10_ref",8,"027028",20,4,24,5
2731200,2738910,"B","5.11_ref",15,"027028",2,4,6,5
2755540,2760120,"A","5.12_ref",14,"027028",4,4,8,5
2776540,2786650,"B","5.13_ref",5,"027028",1,6,7,5
2802740,2816840,"A","5.14_ref",16,"027028",21,3,24,5
2831310,2837680,"B","5.15_ref",3,"027028",2,3,5,5
2859370,2868020,"A","5.16_ref",2,"027028",13,6,19,5
2874920,2886320,"B","6.1_ref",10,"027028",4,6,10,6
2905850,2914000,"A","6.2_ref",11,"027028",14,4,18,6
2930120,2937920,"B","6.3_ref",8,"027028",3,15,18,6
2956890,2964800,"A","6.4_ref",7,"027028",4,9,13,6
2981500,2987010,"B","6.5_ref",4,"027028",2,4,6,6
3001930,3008200,"A","6.6_ref",3,"027028",2,3,5,6
3016420,3024470,"B","6.7_ref",14,"027028",2,5,7,6
3037330,3041880,"A","6.8_ref",13,"027028",5,2,7,6
3056150,3063260,"B","6.9_ref",2,"027028",1,5,6,6
3091920,3099250,"A","6.10_ref",9,"027028",3,6,9,6
3110590,3117010,"B","6.11_ref",6,"027028",3,4,7,6
3130360,3137890,"A","6.12_ref",1,"027028",16,3,19,6
3146840,3163020,"B","6.13_ref",16,"027028",13,7,20,6
3173340,3181070,"A","6.14_ref",5,"027028",9,5,14,6
3188540,3194880,"B","6.15_ref",12,"027028",5,7,12,6
3208690,3219090,"A","6.16_ref",15,"027028",13,8,21,6
2410,51590,"B","1.1_ref",9,"035036",66,85,151,1
76450,107160,"A","1.2_ref",6,"035036",65,36,101,1
138340,175020,"B","1.3_ref",15,"035036",82,37,119,1
190470,212170,"A","1.4_ref",14,"035036",55,15,70,1
220100,235150,"B","1.5_ref",13,"035036",18,29,47,1
299280,350150,"A","1.6_ref",16,"035036",112,46,158,1
364400,428500,"B","1.7_ref",11,"035036",73,98,171,1
463940,536730,"A","1.8_ref",8,"035036",140,18,158,1
552320,577470,"B","1.9_ref",3,"035036",40,46,86,1
590430,608060,"A","1.10_ref",10,"035036",33,19,52,1
617930,647720,"B","1.11_ref",5,"035036",21,68,89,1
672150,687680,"A","1.12_ref",4,"035036",26,14,40,1
720420,739050,"B","1.13_ref",7,"035036",14,41,55,1
757730,775160,"A","1.14_ref",2,"035036",36,18,54,1
793030,817570,"B","1.15_ref",1,"035036",19,48,67,1
829410,852580,"A","1.16_ref",12,"035036",41,12,53,1
860580,886870,"B","2.1_ref",14,"035036",40,36,76,2
896210,912570,"A","2.2_ref",9,"035036",36,10,46,2
924960,936150,"B","2.3_ref",16,"035036",17,12,29,2
945580,956150,"A","2.4_ref",3,"035036",16,4,20,2
975460,984340,"B","2.5_ref",10,"035036",7,5,12,2
1000570,1017870,"A","2.6_ref",11,"035036",18,9,27,2
1025190,1035630,"B","2.7_ref",12,"035036",14,11,25,2
1067710,1076150,"A","2.8_ref",7,"035036",18,3,21,2
1093980,1106540,"B","2.9_ref",6,"035036",20,15,35,2
1119280,1126510,"A","2.10_ref",13,"035036",6,4,10,2
1130560,1146150,"B","2.11_ref",2,"035036",7,24,31,2
1158040,1169580,"A","2.12_ref",15,"035036",22,8,30,2
1177610,1187970,"B","2.13_ref",8,"035036",18,9,27,2
1194100,1202920,"A","2.14_ref",1,"035036",17,4,21,2
1210890,1224260,"B","2.15_ref",4,"035036",11,16,27,2
1237990,1253260,"A","2.16_ref",5,"035036",19,10,29,2
1259130,1273610,"B","3.1_ref",9,"035036",13,21,34,3
1277990,1283650,"A","3.2_ref",10,"035036",6,4,10,3
1320540,1332720,"B","3.3_ref",15,"035036",15,18,33,3
1337330,1343310,"A","3.4_ref",12,"035036",7,4,11,3
1359210,1365700,"B","3.5_ref",1,"035036",4,6,10,3
1384700,1397450,"A","3.6_ref",4,"035036",12,3,15,3
1400640,1422240,"B","3.7_ref",7,"035036",30,10,40,3
1438490,1452610,"A","3.8_ref",16,"035036",9,3,12,3
1479970,1485960,"B","3.9_ref",13,"035036",3,3,6,3
1497210,1504540,"A","3.10_ref",2,"035036",10,3,13,3
1515220,1523380,"B","3.11_ref",11,"035036",4,4,8,3
1531090,1536970,"A","3.12_ref",6,"035036",8,3,11,3
1545160,1553190,"B","3.13_ref",5,"035036",4,9,13,3
1563170,1574880,"A","3.14_ref",8,"035036",17,5,22,3
1581970,1591060,"B","3.15_ref",3,"035036",3,10,13,3
1599910,1606040,"A","3.16_ref",14,"035036",7,3,10,3
1620670,1628400,"B","4.1_ref",10,"035036",12,4,16,4
1633550,1644490,"A","4.2_ref",15,"035036",17,4,21,4
1649050,1655120,"B","4.3_ref",6,"035036",4,5,9,4
1697440,1703310,"A","4.4_ref",1,"035036",7,2,9,4
1711410,1717460,"B","4.5_ref",16,"035036",3,5,8,4
1729030,1733470,"A","4.6_ref",13,"035036",3,2,5,4
1743720,1751740,"B","4.7_ref",12,"035036",5,5,10,4
1763980,1774340,"A","4.8_ref",7,"035036",9,3,12,4
1787930,1796250,"B","4.9_ref",2,"035036",5,7,12,4
1802540,1813480,"A","4.10_ref",9,"035036",14,3,17,4
1821270,1830170,"B","4.11_ref",14,"035036",4,8,12,4
1847640,1854840,"A","4.12_ref",5,"035036",17,2,19,4
1866920,1873630,"B","4.13_ref",8,"035036",4,4,8,4
1882680,1890810,"A","4.14_ref",11,"035036",13,3,16,4
1911490,1919040,"B","4.15_ref",4,"035036",5,12,17,4
1925550,1933400,"A","4.16_ref",3,"035036",5,4,9,4
1937160,1949560,"B","5.1_ref",7,"035036",6,10,16,5
1962790,1970750,"A","5.2_ref",6,"035036",6,5,11,5
1980300,1986840,"B","5.3_ref",11,"035036",5,3,8,5
2001280,2008930,"A","5.4_ref",10,"035036",2,3,5,5
2018610,2028960,"B","5.5_ref",9,"035036",4,8,12,5
2038570,2045130,"A","5.6_ref",4,"035036",10,3,13,5
2050040,2054950,"B","5.7_ref",13,"035036",9,1,10,5
2061310,2069930,"A","5.8_ref",12,"035036",8,3,11,5
2079060,2084360,"B","5.9_ref",1,"035036",8,4,12,5
2091740,2099720,"A","5.10_ref",8,"035036",8,4,12,5
2107890,2117650,"B","5.11_ref",15,"035036",5,9,14,5
2130230,2134890,"A","5.12_ref",14,"035036",6,3,9,5
2146820,2155360,"B","5.13_ref",5,"035036",5,6,11,5
2163460,2169580,"A","5.14_ref",16,"035036",7,3,10,5
2176530,2183160,"B","5.15_ref",3,"035036",5,5,10,5
2189470,2198630,"A","5.16_ref",2,"035036",8,2,10,5
2202210,2207980,"B","6.1_ref",10,"035036",4,2,6,6
2219100,2224710,"A","6.2_ref",11,"035036",8,3,11,6
2240490,2246420,"B","6.3_ref",8,"035036",4,4,8,6
2258380,2267740,"A","6.4_ref",7,"035036",10,4,14,6
2275750,2284030,"B","6.5_ref",4,"035036",2,10,12,6
2301530,2308600,"A","6.6_ref",3,"035036",4,3,7,6
2317570,2324560,"B","6.7_ref",14,"035036",4,4,8,6
2335170,2339790,"A","6.8_ref",13,"035036",4,3,7,6
2349830,2356330,"B","6.9_ref",2,"035036",3,4,7,6
2377440,2388240,"A","6.10_ref",9,"035036",8,1,9,6
2393750,2399640,"B","6.11_ref",6,"035036",8,4,12,6
2407830,2413260,"A","6.12_ref",1,"035036",9,2,11,6
2426200,2432480,"B","6.13_ref",16,"035036",7,5,12,6
2437100,2445720,"A","6.14_ref",5,"035036",7,3,10,6
2448880,2455530,"B","6.15_ref",12,"035036",5,5,10,6
2464540,2474000,"A","6.16_ref",15,"035036",14,4,18,6
4860,44250,"B","1.1_ref",9,"037038",45,52,97,1
63770,102540,"A","1.2_ref",6,"037038",83,24,107,1
119590,135800,"B","1.3_ref",15,"037038",12,26,38,1
145280,173840,"A","1.4_ref",14,"037038",57,15,72,1
184600,201050,"B","1.5_ref",13,"037038",11,24,35,1
223710,263800,"A","1.6_ref",16,"037038",94,22,116,1
285220,308740,"B","1.7_ref",11,"037038",14,44,58,1
319410,347730,"A","1.8_ref",8,"037038",57,17,74,1
362230,380110,"B","1.9_ref",3,"037038",6,43,49,1
388260,434070,"A","1.10_ref",10,"037038",95,18,113,1
442550,481470,"B","1.11_ref",5,"037038",30,50,80,1
490010,517630,"A","1.12_ref",4,"037038",56,11,67,1
530130,550420,"B","1.13_ref",7,"037038",13,44,57,1
562590,585440,"A","1.14_ref",2,"037038",43,17,60,1
594520,611740,"B","1.15_ref",1,"037038",10,39,49,1
627080,653580,"A","1.16_ref",12,"037038",41,18,59,1
665490,678460,"B","2.1_ref",14,"037038",5,24,29,2
692320,713870,"A","2.2_ref",9,"037038",58,7,65,2
725670,754540,"B","2.3_ref",16,"037038",18,54,72,2
760130,770590,"A","2.4_ref",3,"037038",22,5,27,2
782170,797050,"B","2.5_ref",10,"037038",3,27,30,2
809370,826980,"A","2.6_ref",11,"037038",39,11,50,2
837680,844910,"B","2.7_ref",12,"037038",6,9,15,2
853840,869230,"A","2.8_ref",7,"037038",26,10,36,2
881110,902650,"B","2.9_ref",6,"037038",17,39,56,2
924690,936550,"A","2.10_ref",13,"037038",20,5,25,2
944560,954170,"B","2.11_ref",2,"037038",6,17,23,2
963150,976720,"A","2.12_ref",15,"037038",24,6,30,2
989470,996970,"B","2.13_ref",8,"037038",9,6,15,2
1002940,1016720,"A","2.14_ref",1,"037038",31,5,36,2
1024520,1032800,"B","2.15_ref",4,"037038",6,16,22,2
1040190,1055000,"A","2.16_ref",5,"037038",19,14,33,2
1064090,1071650,"B","3.1_ref",9,"037038",6,7,13,3
1079380,1117020,"A","3.2_ref",10,"037038",66,16,82,3
1135800,1143610,"B","3.3_ref",15,"037038",4,11,15,3
1149390,1155910,"A","3.4_ref",12,"037038",12,3,15,3
1162040,1171620,"B","3.5_ref",1,"037038",5,21,26,3
1181500,1189970,"A","3.6_ref",4,"037038",8,6,14,3
1198520,1210150,"B","3.7_ref",7,"037038",11,17,28,3
1215430,1240220,"A","3.8_ref",16,"037038",54,10,64,3
1256020,1270370,"B","3.9_ref",13,"037038",11,23,34,3
1281700,1288480,"A","3.10_ref",2,"037038",11,4,15,3
1297520,1323070,"B","3.11_ref",11,"037038",15,42,57,3
1331640,1343660,"A","3.12_ref",6,"037038",24,8,32,3
1355370,1361880,"B","3.13_ref",5,"037038",3,7,10,3
1368050,1377740,"A","3.14_ref",8,"037038",8,9,17,3
1388860,1394570,"B","3.15_ref",3,"037038",4,3,7,3
1400630,1409740,"A","3.16_ref",14,"037038",18,3,21,3
1422880,1434400,"B","4.1_ref",10,"037038",5,20,25,4
1441830,1455320,"A","4.2_ref",15,"037038",22,4,26,4
1463080,1469940,"B","4.3_ref",6,"037038",5,7,12,4
1479160,1493100,"A","4.4_ref",1,"037038",27,3,30,4
1500980,1508910,"B","4.5_ref",16,"037038",4,14,18,4
1519080,1527460,"A","4.6_ref",13,"037038",16,2,18,4
1535930,1546520,"B","4.7_ref",12,"037038",6,18,24,4
1554910,1565370,"A","4.8_ref",7,"037038",20,3,23,4
1573440,1580650,"B","4.9_ref",2,"037038",9,4,13,4
1590980,1598160,"A","4.10_ref",9,"037038",8,3,11,4
1609310,1630990,"B","4.11_ref",14,"037038",25,25,50,4
1639870,1648280,"A","4.12_ref",5,"037038",19,3,22,4
1658650,1664830,"B","4.13_ref",8,"037038",3,3,6,4
1674030,1690730,"A","4.14_ref",11,"037038",37,10,47,4
1699430,1707350,"B","4.15_ref",4,"037038",5,4,9,4
1718950,1723910,"A","4.16_ref",3,"037038",6,2,8,4
1727820,1734560,"B","5.1_ref",7,"037038",3,11,14,5
1744270,1752570,"A","5.2_ref",6,"037038",15,2,17,5
1761050,1776450,"B","5.3_ref",11,"037038",8,24,32,5
1787490,1801270,"A","5.4_ref",10,"037038",29,2,31,5
1812500,1818470,"B","5.5_ref",9,"037038",4,4,8,5
1826620,1833200,"A","5.6_ref",4,"037038",3,4,7,5
1841060,1850030,"B","5.7_ref",13,"037038",3,10,13,5
1862150,1869720,"A","5.8_ref",12,"037038",13,2,15,5
1876490,1886030,"B","5.9_ref",1,"037038",8,16,24,5
1893990,1901010,"A","5.10_ref",8,"037038",6,5,11,5
1909240,1917660,"B","5.11_ref",15,"037038",5,14,19,5
1925640,1935640,"A","5.12_ref",14,"037038",13,5,18,5
1967400,1975180,"B","5.13_ref",5,"037038",9,9,18,5
1980730,1989370,"A","5.14_ref",16,"037038",7,8,15,5
1996540,2005020,"B","5.15_ref",3,"037038",13,5,18,5
2011920,2016880,"A","5.16_ref",2,"037038",4,2,6,5
2020560,2031540,"B","6.1_ref",10,"037038",3,23,26,6
2048320,2058360,"A","6.2_ref",11,"037038",21,2,23,6
2068370,2073090,"B","6.3_ref",8,"037038",4,4,8,6
2081260,2090720,"A","6.4_ref",7,"037038",18,2,20,6
2099160,2106300,"B","6.5_ref",4,"037038",7,4,11,6
2113050,2119890,"A","6.6_ref",3,"037038",6,2,8,6
2128700,2139470,"B","6.7_ref",14,"037038",4,9,13,6
2145420,2151980,"A","6.8_ref",13,"037038",12,2,14,6
2159790,2166270,"B","6.9_ref",2,"037038",3,4,7,6
2172970,2178980,"A","6.10_ref",9,"037038",5,3,8,6
2188520,2195660,"B","6.11_ref",6,"037038",4,9,13,6
2203580,2211680,"A","6.12_ref",1,"037038",15,2,17,6
2219580,2225500,"B","6.13_ref",16,"037038",3,7,10,6
2229300,2239170,"A","6.14_ref",5,"037038",18,2,20,6
2242370,2253200,"B","6.15_ref",12,"037038",9,8,17,6
2266180,2277720,"A","6.16_ref",15,"037038",18,4,22,6
3760,27330,"B","1.1_ref",9,"039040",17,41,58,1
42570,55680,"A","1.2_ref",6,"039040",35,7,42,1
119780,154800,"B","1.3_ref",15,"039040",28,65,93,1
168970,189610,"A","1.4_ref",14,"039040",38,22,60,1
208220,221110,"B","1.5_ref",13,"039040",21,16,37,1
245380,263250,"A","1.6_ref",16,"039040",43,12,55,1
291360,308060,"B","1.7_ref",11,"039040",16,32,48,1
321430,362430,"A","1.8_ref",8,"039040",69,46,115,1
383570,394460,"B","1.9_ref",3,"039040",10,17,27,1
409790,438370,"A","1.10_ref",10,"039040",53,16,69,1
456430,473930,"B","1.11_ref",5,"039040",16,29,45,1
486420,518780,"A","1.12_ref",4,"039040",50,29,79,1
527990,539090,"B","1.13_ref",7,"039040",20,19,39,1
549860,558440,"A","1.14_ref",2,"039040",12,3,15,1
571620,583480,"B","1.15_ref",1,"039040",25,18,43,1
598970,618130,"A","1.16_ref",12,"039040",37,10,47,1
631800,643250,"B","2.1_ref",14,"039040",9,18,27,2
662630,681680,"A","2.2_ref",9,"039040",34,4,38,2
692450,711150,"B","2.3_ref",16,"039040",13,36,49,2
715740,724230,"A","2.4_ref",3,"039040",7,9,16,2
740100,751270,"B","2.5_ref",10,"039040",18,11,29,2
758260,767810,"A","2.6_ref",11,"039040",13,8,21,2
779450,792850,"B","2.7_ref",12,"039040",13,18,31,2
832970,840270,"A","2.8_ref",7,"039040",8,1,9,2
850480,868740,"B","2.9_ref",6,"039040",35,24,59,2
877580,887810,"A","2.10_ref",13,"039040",16,5,21,2
900260,908250,"B","2.11_ref",2,"039040",8,9,17,2
913940,934530,"A","2.12_ref",15,"039040",37,12,49,2
939000,955440,"B","2.13_ref",8,"039040",15,41,56,2
961220,970060,"A","2.14_ref",1,"039040",13,6,19,2
974640,985520,"B","2.15_ref",4,"039040",10,22,32,2
991420,1001830,"A","2.16_ref",5,"039040",20,6,26,2
1006960,1027880,"B","3.1_ref",9,"039040",11,33,44,3
1051180,1060770,"A","3.2_ref",10,"039040",21,3,24,3
1078100,1092870,"B","3.3_ref",15,"039040",17,28,45,3
1100350,1108200,"A","3.4_ref",12,"039040",12,2,14,3
1138640,1148130,"B","3.5_ref",1,"039040",10,15,25,3
1179730,1187970,"A","3.6_ref",4,"039040",5,8,13,3
1191890,1205600,"B","3.7_ref",7,"039040",14,8,22,3
1222200,1228400,"A","3.8_ref",16,"039040",15,2,17,3
1240860,1250080,"B","3.9_ref",13,"039040",6,16,22,3
1257850,1264890,"A","3.10_ref",2,"039040",7,8,15,3
1276460,1287500,"B","3.11_ref",11,"039040",3,22,25,3
1299020,1307830,"A","3.12_ref",6,"039040",10,5,15,3
1318260,1325490,"B","3.13_ref",5,"039040",4,12,16,3
1365060,1377000,"A","3.14_ref",8,"039040",9,3,12,3
1391730,1401600,"B","3.15_ref",3,"039040",11,14,25,3
1405890,1414660,"A","3.16_ref",14,"039040",20,2,22,3
1422470,1445370,"B","4.1_ref",10,"039040",28,44,72,4
1453890,1465450,"A","4.2_ref",15,"039040",10,12,22,4
1470700,1476560,"B","4.3_ref",6,"039040",4,6,10,4
1496090,1506650,"A","4.4_ref",1,"039040",11,2,13,4
1536300,1545700,"B","4.5_ref",16,"039040",4,17,21,4
1550110,1556430,"A","4.6_ref",13,"039040",13,2,15,4
1563490,1574110,"B","4.7_ref",12,"039040",7,7,14,4
1580600,1590720,"A","4.8_ref",7,"039040",6,4,10,4
1595070,1603710,"B","4.9_ref",2,"039040",2,6,8,4
1610320,1624310,"A","4.10_ref",9,"039040",28,2,30,4
1632190,1646940,"B","4.11_ref",14,"039040",8,17,25,4
1652600,1666510,"A","4.12_ref",5,"039040",10,3,13,4
1670370,1678020,"B","4.13_ref",8,"039040",5,7,12,4
1682460,1688570,"A","4.14_ref",11,"039040",14,2,16,4
1692470,1697830,"B","4.15_ref",4,"039040",3,5,8,4
1702470,1708000,"A","4.16_ref",3,"039040",5,1,6,4
1711670,1718100,"B","5.1_ref",7,"039040",3,7,10,5
1745200,1750630,"A","5.2_ref",6,"039040",5,3,8,5
1764230,1777430,"B","5.3_ref",11,"039040",13,13,26,5
1804460,1812450,"A","5.4_ref",10,"039040",6,4,10,5
1832250,1845390,"B","5.5_ref",9,"039040",11,15,26,5
1854830,1863080,"A","5.6_ref",4,"039040",7,6,13,5
1869980,1875100,"B","5.7_ref",13,"039040",5,8,13,5
1879900,1887480,"A","5.8_ref",12,"039040",13,1,14,5
1903330,1910560,"B","5.9_ref",1,"039040",2,14,16,5
1931610,1937540,"A","5.10_ref",8,"039040",7,1,8,5
1948170,1953980,"B","5.11_ref",15,"039040",3,7,10,5
1962260,1968530,"A","5.12_ref",14,"039040",11,1,12,5
1982790,1989090,"B","5.13_ref",5,"039040",5,14,19,5
1996470,2004210,"A","5.14_ref",16,"039040",13,3,16,5
2010410,2018560,"B","5.15_ref",3,"039040",3,13,16,5
2032720,2043120,"A","5.16_ref",2,"039040",12,4,16,5
2045460,2062030,"B","6.1_ref",10,"039040",10,14,24,6
2070520,2082950,"A","6.2_ref",11,"039040",7,11,18,6
2225750,2235310,"B","6.3_ref",8,"039040",9,9,18,6
2242630,2245640,"A","6.4_ref",7,"039040",0,1,1,6
2256060,2259930,"B","6.5_ref",4,"039040",3,5,8,6
2302210,2307570,"A","6.6_ref",3,"039040",10,2,12,6
2324100,2336660,"B","6.7_ref",14,"039040",12,12,24,6
2339420,2345220,"A","6.8_ref",13,"039040",8,2,10,6
2354750,2360960,"B","6.9_ref",2,"039040",7,5,12,6
2368370,2375270,"A","6.10_ref",9,"039040",12,5,17,6
2383420,2389500,"B","6.11_ref",6,"039040",7,3,10,6
2414480,2422530,"A","6.12_ref",1,"039040",7,3,10,6
2430000,2438070,"B","6.13_ref",16,"039040",4,18,22,6
2441200,2451160,"A","6.14_ref",5,"039040",8,4,12,6
2453880,2461620,"B","6.15_ref",12,"039040",8,9,17,6
2469570,2481760,"A","6.16_ref",15,"039040",17,6,23,6
3230,46260,"B","1.1_ref",9,"041042",44,38,82,1
73990,99060,"A","1.2_ref",6,"041042",49,17,66,1
145460,178430,"B","1.3_ref",15,"041042",35,55,90,1
223180,250300,"A","1.4_ref",14,"041042",44,24,68,1
268580,300790,"B","1.5_ref",13,"041042",34,61,95,1
324830,399810,"A","1.6_ref",16,"041042",146,66,212,1
448850,481890,"B","1.7_ref",11,"041042",32,84,116,1
547680,574860,"A","1.8_ref",8,"041042",66,6,72,1
630570,658120,"B","1.9_ref",3,"041042",34,34,68,1
672280,696070,"A","1.10_ref",10,"041042",49,9,58,1
717350,748030,"B","1.11_ref",5,"041042",26,60,86,1
768510,810960,"A","1.12_ref",4,"041042",79,35,114,1
839400,874410,"B","1.13_ref",7,"041042",44,52,96,1
898860,945020,"A","1.14_ref",2,"041042",99,13,112,1
959200,985100,"B","1.15_ref",1,"041042",22,58,80,1
1002960,1031740,"A","1.16_ref",12,"041042",70,9,79,1
1075540,1111750,"B","2.1_ref",14,"041042",27,53,80,2
1120290,1137630,"A","2.2_ref",9,"041042",32,4,36,2
1157260,1172440,"B","2.3_ref",16,"041042",12,32,44,2
1197180,1275500,"A","2.4_ref",3,"041042",110,53,163,2
1300490,1308110,"B","2.5_ref",10,"041042",8,5,13,2
1326640,1349750,"A","2.6_ref",11,"041042",45,4,49,2
1374260,1391730,"B","2.7_ref",12,"041042",11,29,40,2
1418900,1437560,"A","2.8_ref",7,"041042",39,3,42,2
1453080,1464460,"B","2.9_ref",6,"041042",13,13,26,2
1490450,1501730,"A","2.10_ref",13,"041042",23,5,28,2
1517070,1535030,"B","2.11_ref",2,"041042",22,23,45,2
1551560,1566850,"A","2.12_ref",15,"041042",32,6,38,2
1582870,1609980,"B","2.13_ref",8,"041042",27,58,85,2
1628880,1643420,"A","2.14_ref",1,"041042",29,4,33,2
1661160,1676820,"B","2.15_ref",4,"041042",12,29,41,2
1690750,1704170,"A","2.16_ref",5,"041042",25,4,29,2
1720380,1740340,"B","3.1_ref",9,"041042",23,21,44,3
1765320,1771800,"A","3.2_ref",10,"041042",7,4,11,3
1798150,1812990,"B","3.3_ref",15,"041042",7,22,29,3
1828850,1838980,"A","3.4_ref",12,"041042",13,4,17,3
1856870,1869270,"B","3.5_ref",1,"041042",6,17,23,3
1886040,1894600,"A","3.6_ref",4,"041042",8,5,13,3
1911110,1928140,"B","3.7_ref",7,"041042",10,19,29,3
1939560,1956520,"A","3.8_ref",16,"041042",35,2,37,3
1971310,1995530,"B","3.9_ref",13,"041042",36,24,60,3
2014660,2023880,"A","3.10_ref",2,"041042",16,3,19,3
2049830,2073890,"B","3.11_ref",11,"041042",18,33,51,3
2093630,2099370,"A","3.12_ref",6,"041042",9,3,12,3
2123570,2135600,"B","3.13_ref",5,"041042",13,14,27,3
2144110,2163570,"A","3.14_ref",8,"041042",48,3,51,3
2184250,2199080,"B","3.15_ref",3,"041042",7,27,34,3
2233020,2246260,"A","3.16_ref",14,"041042",27,3,30,3
2284420,2293670,"B","4.1_ref",10,"041042",12,3,15,4
2310020,2327550,"A","4.2_ref",15,"041042",26,5,31,4
2344170,2352700,"B","4.3_ref",6,"041042",10,6,16,4
2371420,2378110,"A","4.4_ref",1,"041042",6,4,10,4
2403540,2432020,"B","4.5_ref",16,"041042",29,33,62,4
2448520,2454290,"A","4.6_ref",13,"041042",10,2,12,4
2476010,2488500,"B","4.7_ref",12,"041042",5,14,19,4
2500590,2510420,"A","4.8_ref",7,"041042",17,3,20,4
2526400,2536630,"B","4.9_ref",2,"041042",9,11,20,4
2561160,2572490,"A","4.10_ref",9,"041042",18,6,24,4
2591820,2605490,"B","4.11_ref",14,"041042",13,10,23,4
2632140,2642190,"A","4.12_ref",5,"041042",18,3,21,4
2659330,2675730,"B","4.13_ref",8,"041042",17,26,43,4
2693920,2713670,"A","4.14_ref",11,"041042",44,4,48,4
2729990,2737800,"B","4.15_ref",4,"041042",6,9,15,4
2755410,2764170,"A","4.16_ref",3,"041042",17,2,19,4
2774890,2780490,"B","5.1_ref",7,"041042",5,5,10,5
2807590,2812600,"A","5.2_ref",6,"041042",6,3,9,5
2825900,2842150,"B","5.3_ref",11,"041042",23,7,30,5
2890130,2894940,"A","5.4_ref",10,"041042",7,2,9,5
2907420,2917020,"B","5.5_ref",9,"041042",7,4,11,5
2937900,2946650,"A","5.6_ref",4,"041042",7,3,10,5
2972230,2983720,"B","5.7_ref",13,"041042",8,12,20,5
2993700,2999340,"A","5.8_ref",12,"041042",11,3,14,5
3010680,3022110,"B","5.9_ref",1,"041042",7,5,12,5
3038370,3050920,"A","5.10_ref",8,"041042",26,4,30,5
3078420,3087890,"B","5.11_ref",15,"041042",6,11,17,5
3105300,3113710,"A","5.12_ref",14,"041042",16,5,21,5
3136360,3148660,"B","5.13_ref",5,"041042",9,12,21,5
3170690,3177070,"A","5.14_ref",16,"041042",9,4,13,5
3211940,3228240,"B","5.15_ref",3,"041042",10,13,23,5
3241160,3250070,"A","5.16_ref",2,"041042",16,3,19,5
3265940,3273910,"B","6.1_ref",10,"041042",10,4,14,6
3281690,3290050,"A","6.2_ref",11,"041042",14,5,19,6
3306030,3317200,"B","6.3_ref",8,"041042",6,25,31,6
3330700,3341190,"A","6.4_ref",7,"041042",5,5,10,6
3362670,3368790,"B","6.5_ref",4,"041042",6,10,16,6
3381720,3396110,"A","6.6_ref",3,"041042",19,4,23,6
3411360,3418780,"B","6.7_ref",14,"041042",5,12,17,6
3434380,3439790,"A","6.8_ref",13,"041042",7,2,9,6
