"StartTime","EndTime","director","trial","target","pair","range1","range2","f0sum","round"
2630000,2639960,"B","3.15_ref",3,"019020",0.086657,0.095968,0.182625,3
2657170,2666800,"A","3.16_ref",14,"019020",0.082713,0.045858,0.128571,3
2700750,2711150,"B","4.1_ref",10,"019020",0.032313,0.076639,0.108952,4
2741560,2756120,"A","4.2_ref",15,"019020",0.128335,0.050432,0.178767,4
2783200,2789950,"B","4.3_ref",6,"019020",0,0.094194,0.094194,4
2820690,2828660,"A","4.4_ref",1,"019020",0.061818,0.038591,0.100409,4
2846950,2860080,"B","4.5_ref",16,"019020",0,0.057558,0.057558,4
2876080,2887520,"A","4.6_ref",13,"019020",0.084467,0.009482,0.093949,4
2963690,2975100,"B","4.7_ref",12,"019020",0,0.22308,0.22308,4
2988400,3002080,"A","4.8_ref",7,"019020",0.075588,0.048143,0.123731,4
3023380,3034240,"B","4.9_ref",2,"019020",0,0.104614,0.104614,4
3046930,3056260,"A","4.10_ref",9,"019020",0.082716,0.012932,0.095648,4
3074750,3083410,"B","4.11_ref",14,"019020",0.068954,0.140454,0.209408,4
3094480,3104470,"A","4.12_ref",5,"019020",0.090376,0.045105,0.135481,4
3136120,3144280,"B","4.13_ref",8,"019020",0.093353,0.185446,0.278799,4
3163580,3181070,"A","4.14_ref",11,"019020",0.126504,0.105497,0.232001,4
3202920,3208390,"B","4.15_ref",4,"019020",0.055487,0.305913,0.3614,4
3235190,3245050,"A","4.16_ref",3,"019020",0.163974,0.004719,0.168693,4
3298230,3304100,"B","5.1_ref",7,"019020",0.060957,0.111185,0.172142,5
3346760,3354780,"A","5.2_ref",6,"019020",0.074093,0.028443,0.102536,5
3372970,3380580,"B","5.3_ref",11,"019020",0.078528,0.076548,0.155076,5
3395680,3403020,"A","5.4_ref",10,"019020",0.148018,0.06966,0.217678,5
3415740,3423950,"B","5.5_ref",9,"019020",0,0.098832,0.098832,5
3442440,3449410,"A","5.6_ref",4,"019020",0.015163,0.028821,0.043984,5
3463640,3472150,"B","5.7_ref",13,"019020",0,0.05292,0.05292,5
3484360,3493700,"A","5.8_ref",12,"019020",0.100761,0.053187,0.153948,5
3519770,3531910,"B","5.9_ref",1,"019020",0.04564,0.065349,0.110989,5
3561450,3571280,"A","5.10_ref",8,"019020",0.241004,0.01627,0.257274,5
3585900,3595500,"B","5.11_ref",15,"019020",0.088986,0.076395,0.165381,5
3604920,3620240,"A","5.12_ref",14,"019020",0,0.044643,0.044643,5
3643790,3655690,"B","5.13_ref",5,"019020",0.046524,0.073317,0.119841,5
3692770,3709290,"A","5.14_ref",16,"019020",0.088837,0.159262,0.248099,5
3720180,3738020,"B","5.15_ref",3,"019020",0.004865,0.047121,0.051986,5
3747290,3755200,"A","5.16_ref",2,"019020",0.074665,0.092227,0.166892,5
3766500,3774450,"B","6.1_ref",10,"019020",0.005863,0.057109,0.062972,6
3783620,3794370,"A","6.2_ref",11,"019020",0.077164,0.051459,0.128623,6
3810300,3815140,"B","6.3_ref",8,"019020",0.086493,0.152509,0.239002,6
3824640,3836400,"A","6.4_ref",7,"019020",0.08672,0.083897,0.170617,6
3857460,3861680,"B","6.5_ref",4,"019020",0.051752,0.178987,0.230739,6
3871970,3882660,"A","6.6_ref",3,"019020",0.089819,0.003968,0.093787,6
3901540,3910700,"B","6.7_ref",14,"019020",0.078219,0.075912,0.154131,6
3917060,3928790,"A","6.8_ref",13,"019020",0.067905,0.006912,0.074817,6
3947270,3954300,"B","6.9_ref",2,"019020",0.147069,0.058044,0.205113,6
3974010,3981840,"A","6.10_ref",9,"019020",0.104648,0.212955,0.317603,6
3993050,3998850,"B","6.11_ref",6,"019020",0,0.110553,0.110553,6
4014930,4025030,"A","6.12_ref",1,"019020",0.121089,0.121784,0.242873,6
4037770,4048990,"B","6.13_ref",16,"019020",0.143126,0.086599,0.229725,6
4075320,4084840,"A","6.14_ref",5,"019020",0.111783,0.1236,0.235383,6
4095700,4102450,"B","6.15_ref",12,"019020",0.152627,0.087111,0.239738,6
4117950,4131270,"A","6.16_ref",15,"019020",0.104992,0.10878,0.213772,6
3090,73910,"B","1.1_ref",9,"021022",0.115414,0.154644,0.270058,1
114410,132170,"A","1.2_ref",6,"021022",0.095651,0.145268,0.240919,1
168680,188340,"B","1.3_ref",15,"021022",0,0.158237,0.158237,1
203540,231990,"A","1.4_ref",14,"021022",0.098043,0.13157,0.229613,1
248960,261680,"B","1.5_ref",13,"021022",0,0.054045,0.054045,1
308090,335930,"A","1.6_ref",16,"021022",0.130807,0.136281,0.267088,1
352630,375060,"B","1.7_ref",11,"021022",0.102737,0.169169,0.271906,1
387280,409240,"A","1.8_ref",8,"021022",0.103545,0.124719,0.228264,1
444740,468000,"B","1.9_ref",3,"021022",0.107814,0.122494,0.230308,1
476750,514260,"A","1.10_ref",10,"021022",0.104576,0.123374,0.22795,1
521260,551400,"B","1.11_ref",5,"021022",0,0.129306,0.129306,1
565040,601480,"A","1.12_ref",4,"021022",0.266757,0.172634,0.439391,1
620450,642540,"B","1.13_ref",7,"021022",0.00357,0.155638,0.159208,1
653670,671840,"A","1.14_ref",2,"021022",0.108163,0,0.108163,1
678390,694800,"B","1.15_ref",1,"021022",0,0.118757,0.118757,1
704710,722470,"A","1.16_ref",12,"021022",0.112416,0,0.112416,1
735330,751710,"B","2.1_ref",14,"021022",0.17799,0.105954,0.283944,2
757080,804200,"A","2.2_ref",9,"021022",0.114941,0.167224,0.282165,2
822120,839260,"B","2.3_ref",16,"021022",0,0.106805,0.106805,2
844560,855130,"A","2.4_ref",3,"021022",0.092917,0,0.092917,2
885780,905950,"B","2.5_ref",10,"021022",0.132651,0.086412,0.219063,2
922200,939490,"A","2.6_ref",11,"021022",0.142374,0.1012,0.243574,2
948330,967250,"B","2.7_ref",12,"021022",0.097191,0.088187,0.185378,2
978510,994140,"A","2.8_ref",7,"021022",0.098386,0,0.098386,2
1009700,1020500,"B","2.9_ref",6,"021022",0,0.084084,0.084084,2
1034350,1047940,"A","2.10_ref",13,"021022",0.107197,0.102911,0.210108,2
1064390,1087020,"B","2.11_ref",2,"021022",0.108305,0.147579,0.255884,2
1097630,1110930,"A","2.12_ref",15,"021022",0.109706,0.063933,0.173639,2
1116240,1139010,"B","2.13_ref",8,"021022",0.084364,0.087265,0.171629,2
1149090,1166100,"A","2.14_ref",1,"021022",0.141365,0.101926,0.243291,2
1174080,1192550,"B","2.15_ref",4,"021022",0.102277,0.103923,0.2062,2
1244020,1265400,"A","2.16_ref",5,"021022",0.131137,0.09975,0.230887,2
1273660,1295580,"B","3.1_ref",9,"021022",0.079457,0.128086,0.207543,3
1303640,1322980,"A","3.2_ref",10,"021022",0.095852,0.112515,0.208367,3
1402040,1415490,"B","3.3_ref",15,"021022",0.047497,0.082959,0.130456,3
1420620,1435190,"A","3.4_ref",12,"021022",0.123363,0,0.123363,3
1468490,1481550,"B","3.5_ref",1,"021022",0.117251,0.081641,0.198892,3
1510210,1534890,"A","3.6_ref",4,"021022",0.149697,0.064516,0.214213,3
1539600,1555530,"B","3.7_ref",7,"021022",0.060803,0.109406,0.170209,3
1562180,1578480,"A","3.8_ref",16,"021022",0.188045,0.082908,0.270953,3
1593670,1604420,"B","3.9_ref",13,"021022",0.090551,0.051634,0.142185,3
1654720,1663320,"A","3.10_ref",2,"021022",0.21029,0.075617,0.285907,3
1674420,1689760,"B","3.11_ref",11,"021022",0.152163,0.10821,0.260373,3
1697850,1703510,"A","3.12_ref",6,"021022",0.119937,0.189289,0.309226,3
1711670,1727810,"B","3.13_ref",5,"021022",0.080352,0.095231,0.175583,3
1734600,1758030,"A","3.14_ref",8,"021022",0.12936,0.10343,0.23279,3
1789880,1798040,"B","3.15_ref",3,"021022",0,0.031926,0.031926,3
1805880,1815620,"A","3.16_ref",14,"021022",0.129772,0.100386,0.230158,3
1834400,1845560,"B","4.1_ref",10,"021022",0,0.06778,0.06778,4
1856830,1865960,"A","4.2_ref",15,"021022",0.171441,0.065574,0.237015,4
1872320,1885130,"B","4.3_ref",6,"021022",0.103117,0.092647,0.195764,4
1906430,1914100,"A","4.4_ref",1,"021022",0.116221,0.060193,0.176414,4
1921130,1935310,"B","4.5_ref",16,"021022",0.101572,0.097356,0.198928,4
1979120,1991750,"A","4.6_ref",13,"021022",0.138396,0,0.138396,4
2010310,2044060,"B","4.7_ref",12,"021022",0.136046,0.101699,0.237745,4
2054720,2067660,"A","4.8_ref",7,"021022",0.159639,0.139303,0.298942,4
2079860,2094850,"B","4.9_ref",2,"021022",0.146756,0.083356,0.230112,4
2103760,2119980,"A","4.10_ref",9,"021022",0.123734,0.090891,0.214625,4
2137150,2146620,"B","4.11_ref",14,"021022",0.073156,0.103902,0.177058,4
2160360,2173440,"A","4.12_ref",5,"021022",0.110249,0.042838,0.153087,4
2192900,2205320,"B","4.13_ref",8,"021022",0.098541,0.14858,0.247121,4
2212820,2225800,"A","4.14_ref",11,"021022",0.095961,0.17676,0.272721,4
2243730,2258110,"B","4.15_ref",4,"021022",0.094922,0.096084,0.191006,4
2265370,2270600,"A","4.16_ref",3,"021022",0.05497,0.1127,0.16767,4
2276960,2295280,"B","5.1_ref",7,"021022",0,0.091244,0.091244,5
2308990,2315030,"A","5.2_ref",6,"021022",0.104967,0.313067,0.418034,5
2328550,2339890,"B","5.3_ref",11,"021022",0.125803,0.165033,0.290836,5
2369550,2380280,"A","5.4_ref",10,"021022",0.134323,0.095489,0.229812,5
2406810,2427160,"B","5.5_ref",9,"021022",0.081043,0.111751,0.192794,5
2435490,2446350,"A","5.6_ref",4,"021022",0.104387,0.088801,0.193188,5
2455060,2474070,"B","5.7_ref",13,"021022",0.128589,0.088302,0.216891,5
2479540,2488460,"A","5.8_ref",12,"021022",0.074695,0.147539,0.222234,5
2497060,2508090,"B","5.9_ref",1,"021022",0.103194,0.078744,0.181938,5
2520700,2531580,"A","5.10_ref",8,"021022",0.076178,0.106236,0.182414,5
2544160,2554670,"B","5.11_ref",15,"021022",0.08412,0.105646,0.189766,5
2560520,2567240,"A","5.12_ref",14,"021022",0,0.018983,0.018983,5
2572470,2586950,"B","5.13_ref",5,"021022",0.097124,0.079016,0.17614,5
2594380,2607140,"A","5.14_ref",16,"021022",0.102418,0.173013,0.275431,5
2618140,2624440,"B","5.15_ref",3,"021022",0,0.037096,0.037096,5
2629250,2638210,"A","5.16_ref",2,"021022",0.110847,0.184599,0.295446,5
2641530,2669120,"B","6.1_ref",10,"021022",0.150689,0.05907,0.209759,6
2680910,2692000,"A","6.2_ref",11,"021022",0.112039,0.124583,0.236622,6
2741100,2757950,"B","6.3_ref",8,"021022",0.050836,0.068443,0.119279,6
2764060,2776960,"A","6.4_ref",7,"021022",0.115212,0.077305,0.192517,6
2786750,2799990,"B","6.5_ref",4,"021022",0.090783,0.072335,0.163118,6
2841510,2847880,"A","6.6_ref",3,"021022",0.069605,0.122871,0.192476,6
2861000,2866210,"B","6.7_ref",14,"021022",0.070489,0.111418,0.181907,6
2875520,2886720,"A","6.8_ref",13,"021022",0.106899,0.091111,0.19801,6
2897220,2909100,"B","6.9_ref",2,"021022",0.024523,0.066778,0.091301,6
2916710,2933490,"A","6.10_ref",9,"021022",0.09255,0.067989,0.160539,6
2938860,2944450,"B","6.11_ref",6,"021022",0.063007,0.153895,0.216902,6
2953200,2964200,"A","6.12_ref",1,"021022",0.106626,0.145688,0.252314,6
2973960,2986110,"B","6.13_ref",16,"021022",0,0.093629,0.093629,6
2990030,3002520,"A","6.14_ref",5,"021022",0.10084,0.087631,0.188471,6
3005820,3015940,"B","6.15_ref",12,"021022",0.003252,0.077083,0.080335,6
3026860,3033270,"A","6.16_ref",15,"021022",0.045354,0.108134,0.153488,6
1730,51060,"B","1.1_ref",9,"025026",0.128541,0.08281,0.211351,1
74450,107980,"A","1.2_ref",6,"025026",0.120413,0.070531,0.190944,1
132820,160180,"B","1.3_ref",15,"025026",0.091854,0.08752,0.179374,1
184770,222420,"A","1.4_ref",14,"025026",0.121682,0.130468,0.25215,1
257440,286400,"B","1.5_ref",13,"025026",0.132083,0.089687,0.22177,1
321910,378130,"A","1.6_ref",16,"025026",0.215421,0.081063,0.296484,1
397920,416400,"B","1.7_ref",11,"025026",0.127224,0.062445,0.189669,1
438750,477380,"A","1.8_ref",8,"025026",0.120332,0.096403,0.216735,1
492870,504390,"B","1.9_ref",3,"025026",0.155237,0.130328,0.285565,1
534680,577710,"A","1.10_ref",10,"025026",0.117521,0.098441,0.215962,1
601080,640450,"B","1.11_ref",5,"025026",0.121616,0.13103,0.252646,1
649930,771350,"A","1.12_ref",4,"025026",0.156104,0.261207,0.417311,1
791210,805870,"B","1.13_ref",7,"025026",0.18197,0.088151,0.270121,1
818920,832350,"A","1.14_ref",2,"025026",0.172884,0.070873,0.243757,1
843380,859590,"B","1.15_ref",1,"025026",0.164959,0.138106,0.303065,1
869630,886440,"A","1.16_ref",12,"025026",0.140903,0.114385,0.255288,1
897320,910480,"B","2.1_ref",14,"025026",0.096369,0.10214,0.198509,2
915310,929460,"A","2.2_ref",9,"025026",0.111672,0.127576,0.239248,2
941050,998200,"B","2.3_ref",16,"025026",0.14216,0.080185,0.222345,2
1005220,1015130,"A","2.4_ref",3,"025026",0.118465,0.180835,0.2993,2
1024560,1035030,"B","2.5_ref",10,"025026",0.133176,0.049395,0.182571,2
1043420,1058770,"A","2.6_ref",11,"025026",0.123061,0.077389,0.20045,2
1066820,1075440,"B","2.7_ref",12,"025026",0.049742,0.087692,0.137434,2
1082520,1104660,"A","2.8_ref",7,"025026",0.091798,0.082299,0.174097,2
1141190,1152200,"B","2.9_ref",6,"025026",0.089347,0.07522,0.164567,2
1187190,1200340,"A","2.10_ref",13,"025026",0.142257,0.11719,0.259447,2
1204930,1210690,"B","2.11_ref",2,"025026",0.149935,0.137934,0.287869,2
1218640,1232060,"A","2.12_ref",15,"025026",0.099572,0.10496,0.204532,2
1239270,1260040,"B","2.13_ref",8,"025026",0.121815,0.069296,0.191111,2
1265110,1275330,"A","2.14_ref",1,"025026",0.126112,0.083917,0.210029,2
1286260,1297580,"B","2.15_ref",4,"025026",0.043236,0.069037,0.112273,2
1306670,1336120,"A","2.16_ref",5,"025026",0.105374,0.079827,0.185201,2
1344370,1350610,"B","3.1_ref",9,"025026",0.124495,0.04821,0.172705,3
1358600,1368270,"A","3.2_ref",10,"025026",0.059648,0.072873,0.132521,3
1419640,1433500,"B","3.3_ref",15,"025026",0.131334,0.115915,0.247249,3
1438160,1452160,"A","3.4_ref",12,"025026",0.11652,0.153087,0.269607,3
1461230,1471140,"B","3.5_ref",1,"025026",0.050765,0.043,0.093765,3
1476810,1489910,"A","3.6_ref",4,"025026",0.088101,0.118891,0.206992,3
1499990,1511060,"B","3.7_ref",7,"025026",0.157158,0.144756,0.301914,3
1516080,1536500,"A","3.8_ref",16,"025026",0.113169,0.08736,0.200529,3
1551640,1558570,"B","3.9_ref",13,"025026",0.086088,0.12196,0.208048,3
1566850,1571810,"A","3.10_ref",2,"025026",0.045755,0.068528,0.114283,3
1594800,1606070,"B","3.11_ref",11,"025026",0.065939,0.122979,0.188918,3
1615790,1624920,"A","3.12_ref",6,"025026",0.070219,0.167569,0.237788,3
1633380,1639420,"B","3.13_ref",5,"025026",0.029283,0.018187,0.04747,3
1646880,1671710,"A","3.14_ref",8,"025026",0.09336,0.126287,0.219647,3
1684430,1690260,"B","3.15_ref",3,"025026",0.126401,0.127372,0.253773,3
1697850,1705530,"A","3.16_ref",14,"025026",0.062464,0.085628,0.148092,3
1717000,1723830,"B","4.1_ref",10,"025026",0.048725,0.054239,0.102964,4
1732850,1751690,"A","4.2_ref",15,"025026",0.09014,0.078328,0.168468,4
1758640,1764470,"B","4.3_ref",6,"025026",0.020213,0.08198,0.102193,4
1777950,1794410,"A","4.4_ref",1,"025026",0.052701,0.090675,0.143376,4
1800880,1840000,"B","4.5_ref",16,"025026",0.145906,0.102984,0.24889,4
1844740,1851700,"A","4.6_ref",13,"025026",0.025815,0.11646,0.142275,4
1864580,1870850,"B","4.7_ref",12,"025026",0.015015,0.071139,0.086154,4
1880150,1887700,"A","4.8_ref",7,"025026",0.148919,0.064662,0.213581,4
1900610,1906560,"B","4.9_ref",2,"025026",0,0.028124,0.028124,4
1916670,1926880,"A","4.10_ref",9,"025026",0.071255,0.050832,0.122087,4
1948180,1960140,"B","4.11_ref",14,"025026",0.063022,0.08619,0.149212,4
1977070,1986450,"A","4.12_ref",5,"025026",0.050573,0.128063,0.178636,4
2006040,2016560,"B","4.13_ref",8,"025026",0.045113,0.021661,0.066774,4
2024230,2035410,"A","4.14_ref",11,"025026",0.076764,0.017189,0.093953,4
2049030,2057030,"B","4.15_ref",4,"025026",0.118668,0.089197,0.207865,4
2068660,2074460,"A","4.16_ref",3,"025026",0.048123,0.056618,0.104741,4
2081740,2085910,"B","5.1_ref",7,"025026",0.013457,0.009019,0.022476,5
2097330,2104920,"A","5.2_ref",6,"025026",0.045784,0.092601,0.138385,5
2114790,2121580,"B","5.3_ref",11,"025026",0.002651,0.059359,0.06201,5
2130610,2140890,"A","5.4_ref",10,"025026",0.063054,0.145424,0.208478,5
2152070,2158400,"B","5.5_ref",9,"025026",0.023685,0.040327,0.064012,5
2170540,2179080,"A","5.6_ref",4,"025026",0.1056,0.116299,0.221899,5
2198650,2203300,"B","5.7_ref",13,"025026",0,0.062126,0.062126,5
2209840,2217710,"A","5.8_ref",12,"025026",0.060471,0.098867,0.159338,5
2237970,2248570,"B","5.9_ref",1,"025026",0.051705,0.060274,0.111979,5
2256310,2264060,"A","5.10_ref",8,"025026",0.039649,0.099003,0.138652,5
2271400,2278710,"B","5.11_ref",15,"025026",0.08652,0.052709,0.139229,5
2289220,2297490,"A","5.12_ref",14,"025026",0.054638,0.117476,0.172114,5
2305330,2310470,"B","5.13_ref",5,"025026",0.015136,0.026903,0.042039,5
2316390,2328790,"A","5.14_ref",16,"025026",0.053262,0.093205,0.146467,5
2332630,2339050,"B","5.15_ref",3,"025026",0,0.048595,0.048595,5
2345820,2351540,"A","5.16_ref",2,"025026",0.024434,0.017913,0.042347,5
2354510,2366080,"B","6.1_ref",10,"025026",0.104838,0.081244,0.186082,6
2374160,2382250,"A","6.2_ref",11,"025026",0.098125,0.067757,0.165882,6
2395350,2402890,"B","6.3_ref",8,"025026",0.01816,0.083942,0.102102,6
2408070,2414730,"A","6.4_ref",7,"025026",0.080148,0.042191,0.122339,6
2431350,2441070,"B","6.5_ref",4,"025026",0.076052,0.239264,0.315316,6
2447990,2456420,"A","6.6_ref",3,"025026",0.037108,0.019754,0.056862,6
2461910,2468250,"B","6.7_ref",14,"025026",0,0.034356,0.034356,6
2473290,2480370,"A","6.8_ref",13,"025026",0.049387,0.069534,0.118921,6
2486000,2491060,"B","6.9_ref",2,"025026",0,0.097873,0.097873,6
2498230,2506750,"A","6.10_ref",9,"025026",0.05614,0.025047,0.081187,6
2511300,2516140,"B","6.11_ref",6,"025026",0.042599,0.019714,0.062313,6
2522440,2529830,"A","6.12_ref",1,"025026",0.056048,0.128617,0.184665,6
2539630,2544410,"B","6.13_ref",16,"025026",0,0.085782,0.085782,6
2563640,2568670,"A","6.14_ref",5,"025026",0.027621,0,0.027621,6
2584130,2590890,"B","6.15_ref",12,"025026",0.061042,0.031112,0.092154,6
2596110,2605230,"A","6.16_ref",15,"025026",0.05015,0.086867,0.137017,6
40640,69070,"B","1.1_ref",9,"027028",0.089953,0.145262,0.235215,1
103160,158530,"A","1.2_ref",6,"027028",0.11373,0.126422,0.240152,1
185740,216470,"B","1.3_ref",15,"027028",0.14704,0.14015,0.28719,1
251420,274880,"A","1.4_ref",14,"027028",0.114968,0.105714,0.220682,1
291690,318190,"B","1.5_ref",13,"027028",0.11955,0.191174,0.310724,1
360790,403990,"A","1.6_ref",16,"027028",0.150018,0.100051,0.250069,1
418480,503160,"B","1.7_ref",11,"027028",0.131648,0.138836,0.270484,1
522140,590450,"A","1.8_ref",8,"027028",0.160976,0.149716,0.310692,1
653050,675610,"B","1.9_ref",3,"027028",0.105203,0.241528,0.346731,1
682660,695350,"A","1.10_ref",10,"027028",0.135184,0.136986,0.27217,1
713680,786990,"B","1.11_ref",5,"027028",0.150179,0.145775,0.295954,1
805290,826740,"A","1.12_ref",4,"027028",0.125209,0.128795,0.254004,1
840990,857460,"B","1.13_ref",7,"027028",0.0971,0.109936,0.207036,1
869210,894420,"A","1.14_ref",2,"027028",0.125104,0.120064,0.245168,1
903790,915740,"B","1.15_ref",1,"027028",0.112009,0.187434,0.299443,1
930340,956300,"A","1.16_ref",12,"027028",0.156933,0.13411,0.291043,1
969430,981880,"B","2.1_ref",14,"027028",0.203232,0.146563,0.349795,2
988300,1007760,"A","2.2_ref",9,"027028",0.142066,0.156839,0.298905,2
1019350,1061490,"B","2.3_ref",16,"027028",0.189226,0.107831,0.297057,2
1075150,1084480,"A","2.4_ref",3,"027028",0.0622,0.07631,0.13851,2
1095640,1108650,"B","2.5_ref",10,"027028",0.077865,0.103769,0.181634,2
1137840,1152620,"A","2.6_ref",11,"027028",0.114552,0.096428,0.21098,2
1161080,1200810,"B","2.7_ref",12,"027028",0.147495,0.151723,0.299218,2
1228700,1301110,"A","2.8_ref",7,"027028",0.126684,0.307694,0.434378,2
1321360,1333130,"B","2.9_ref",6,"027028",0.093267,0.167462,0.260729,2
1348510,1354500,"A","2.10_ref",13,"027028",0.09006,0.201483,0.291543,2
1364580,1376440,"B","2.11_ref",2,"027028",0.123621,0.110126,0.233747,2
1401850,1411640,"A","2.12_ref",15,"027028",0.122567,0.154627,0.277194,2
1425590,1444580,"B","2.13_ref",8,"027028",0.042497,0.112948,0.155445,2
1454980,1469770,"A","2.14_ref",1,"027028",0.083308,0.058563,0.141871,2
1476910,1498950,"B","2.15_ref",4,"027028",0.108614,0.151369,0.259983,2
1520150,1529700,"A","2.16_ref",5,"027028",0.143636,0.084763,0.228399,2
1548330,1599410,"B","3.1_ref",9,"027028",0.140854,0.181937,0.322791,3
1616910,1623550,"A","3.2_ref",10,"027028",0.067605,0.093415,0.16102,3
1646090,1667330,"B","3.3_ref",15,"027028",0.148541,0.17499,0.323531,3
1674410,1687470,"A","3.4_ref",12,"027028",0.101038,0.195895,0.296933,3
1699410,1708830,"B","3.5_ref",1,"027028",0.073669,0.097704,0.171373,3
1719990,1726320,"A","3.6_ref",4,"027028",0.027511,0.038796,0.066307,3
1733560,1745900,"B","3.7_ref",7,"027028",0.203585,0.156882,0.360467,3
1758930,1778830,"A","3.8_ref",16,"027028",0.105805,0.11201,0.217815,3
1801350,1807120,"B","3.9_ref",13,"027028",0.018973,0.070908,0.089881,3
1828360,1836830,"A","3.10_ref",2,"027028",0.137619,0.099558,0.237177,3
1856310,1880940,"B","3.11_ref",11,"027028",0.136023,0.117015,0.253038,3
1889620,1895320,"A","3.12_ref",6,"027028",0.025981,0.08432,0.110301,3
1908480,1919180,"B","3.13_ref",5,"027028",0,0.088085,0.088085,3
1930530,1937400,"A","3.14_ref",8,"027028",0.017616,0.100811,0.118427,3
1968560,1974730,"B","3.15_ref",3,"027028",0.039548,0.056585,0.096133,3
1991740,1998560,"A","3.16_ref",14,"027028",0.141751,0.118498,0.260249,3
2009710,2017020,"B","4.1_ref",10,"027028",0.032883,0.122065,0.154948,4
2035430,2046800,"A","4.2_ref",15,"027028",0.1058,0.193022,0.298822,4
2052510,2059020,"B","4.3_ref",6,"027028",0.067417,0.069768,0.137185,4
2082360,2094330,"A","4.4_ref",1,"027028",0.068318,0.121674,0.189992,4
2102780,2114350,"B","4.5_ref",16,"027028",0.029875,0.108889,0.138764,4
2125660,2131050,"A","4.6_ref",13,"027028",0.017759,0.140383,0.158142,4
2148240,2156310,"B","4.7_ref",12,"027028",0.182862,0.10291,0.285772,4
2166720,2176920,"A","4.8_ref",7,"027028",0.038439,0.069508,0.107947,4
2212270,2217440,"B","4.9_ref",2,"027028",0.139101,0.08935,0.228451,4
2257200,2269330,"A","4.10_ref",9,"027028",0.044695,0.191718,0.236413,4
2287920,2295470,"B","4.11_ref",14,"027028",0,0.110857,0.110857,4
2319370,2324310,"A","4.12_ref",5,"027028",0.125997,0.079769,0.205766,4
2342680,2363490,"B","4.13_ref",8,"027028",0.14595,0.103385,0.249335,4
2379060,2394540,"A","4.14_ref",11,"027028",0.101816,0.170081,0.271897,4
2401360,2407760,"B","4.15_ref",4,"027028",0.038531,0.098809,0.13734,4
2419790,2425390,"A","4.16_ref",3,"027028",0.016737,0.096344,0.113081,4
2441010,2446380,"B","5.1_ref",7,"027028",0,0.085035,0.085035,5
2459190,2468210,"A","5.2_ref",6,"027028",0.064292,0.133381,0.197673,5
2480410,2515280,"B","5.3_ref",11,"027028",0.100704,0.191357,0.292061,5
2538570,2550130,"A","5.4_ref",10,"027028",0.094422,0.109875,0.204297,5
2567540,2573000,"B","5.5_ref",9,"027028",0.028078,0.062181,0.090259,5
2587790,2594810,"A","5.6_ref",4,"027028",0.045459,0.092044,0.137503,5
2616490,2622570,"B","5.7_ref",13,"027028",0.00813,0.058708,0.066838,5
2639710,2645330,"A","5.8_ref",12,"027028",0.074839,0.100436,0.175275,5
2656200,2669260,"B","5.9_ref",1,"027028",0.104248,0.114663,0.218911,5
2698780,2708570,"A","5.10_ref",8,"027028",0.132916,0.088803,0.221719,5
2731200,2738910,"B","5.11_ref",15,"027028",0.017901,0.062851,0.080752,5
2755540,2760120,"A","5.12_ref",14,"027028",0,0.05464,0.05464,5
2776540,2786650,"B","5.13_ref",5,"027028",0.036467,0.071294,0.107761,5
2802740,2816840,"A","5.14_ref",16,"027028",0.078059,0.181944,0.260003,5
2831310,2837680,"B","5.15_ref",3,"027028",0,0.065021,0.065021,5
2859370,2868020,"A","5.16_ref",2,"027028",0.063645,0.0609,0.124545,5
2874920,2886320,"B","6.1_ref",10,"027028",0.061785,0.060249,0.122034,6
2905850,2914000,"A","6.2_ref",11,"027028",0.098125,0.076882,0.175007,6
2930120,2937920,"B","6.3_ref",8,"027028",0.071063,0.116262,0.187325,6
2956890,2964800,"A","6.4_ref",7,"027028",0.00936,0.156554,0.165914,6
2981500,2987010,"B","6.5_ref",4,"027028",0.056369,0.050117,0.106486,6
3001930,3008200,"A","6.6_ref",3,"027028",0.048011,0.059942,0.107953,6
3016420,3024470,"B","6.7_ref",14,"027028",0.019213,0.124421,0.143634,6
3037330,3041880,"A","6.8_ref",13,"027028",0.147959,0.115909,0.263868,6
3056150,3063260,"B","6.9_ref",2,"027028",0.0653,0.076233,0.141533,6
3091920,3099250,"A","6.10_ref",9,"027028",0.042222,0.144436,0.186658,6
3110590,3117010,"B","6.11_ref",6,"027028",0.022319,0.123831,0.14615,6
3130360,3137890,"A","6.12_ref",1,"027028",0.048315,0.092442,0.140757,6
3146840,3163020,"B","6.13_ref",16,"027028",0.105433,0.132634,0.238067,6
3173340,3181070,"A","6.14_ref",5,"027028",0.113147,0.162222,0.275369,6
3188540,3194880,"B","6.15_ref",12,"027028",0.040649,0.107286,0.147935,6
3208690,3219090,"A","6.16_ref",15,"027028",0.070509,0.150825,0.221334,6
2410,51590,"B","1.1_ref",9,"035036",0.13844,0.159965,0.298405,1
76450,107160,"A","1.2_ref",6,"035036",0.112499,0.163668,0.276167,1
138340,175020,"B","1.3_ref",15,"035036",0.129356,0.146926,0.276282,1
190470,212170,"A","1.4_ref",14,"035036",0.135748,0.142632,0.27838,1
220100,235150,"B","1.5_ref",13,"035036",0.125681,0.205347,0.331028,1
299280,350150,"A","1.6_ref",16,"035036",0.123377,0.172743,0.29612,1
364400,428500,"B","1.7_ref",11,"035036",0.141325,0.145261,0.286586,1
463940,536730,"A","1.8_ref",8,"035036",0.150849,0.173951,0.3248,1
